2459686.35598444	2mass_B_20220416203923_30s_0306.fits
2459686.35785111	2mass_B_20220416204233_30s_0309.fits
2459686.36059477	2mass_B_20220416204552_30s_0312.fits
2459686.36267654	2mass_B_20220416204911_30s_0315.fits
2459686.36551289	2mass_B_20220416205335_30s_0318.fits
2459686.36800113	2mass_B_20220416205710_30s_0321.fits
2459686.37102985	2mass_B_20220416210132_30s_0324.fits
2459686.37322636	2mass_B_20220416210442_30s_0327.fits
2459686.37645534	2mass_B_20220416210851_30s_0330.fits
2459686.3783097	2mass_B_20220416211201_30s_0333.fits
2459686.38108882	2mass_B_20220416211523_30s_0336.fits
2459686.38392544	2mass_B_20220416211947_30s_0339.fits
2459686.38590578	2mass_B_20220416212257_30s_0342.fits
2459686.38821532	2mass_B_20220416212617_30s_0345.fits
2459686.39053652	2mass_B_20220416212937_30s_0348.fits
2459686.39284789	2mass_B_20220416213257_30s_0351.fits
2459686.39551327	2mass_B_20220416213618_30s_0354.fits
2459686.39775725	2mass_B_20220416214001_30s_0357.fits
2459686.40077686	2mass_B_20220416214344_30s_0360.fits
2459686.40315809	2mass_B_20220416214728_30s_0363.fits
2459686.40591058	2mass_B_20220416215146_30s_0366.fits
2459686.40915116	2mass_B_20220416215626_30s_0369.fits
2459686.41135236	2mass_B_20220416215936_30s_0372.fits
2459686.4136856	2mass_B_20220416220258_30s_0375.fits
2459686.41699028	2mass_B_20220416220713_30s_0378.fits
2459686.41885773	2mass_B_20220416221024_30s_0381.fits
2459686.42235761	2mass_B_20220416221449_30s_0384.fits
2459686.4245777	2mass_B_20220416221819_30s_0387.fits
2459686.42735665	2mass_B_20220416222238_30s_0390.fits
2459686.42976256	2mass_B_20220416222606_30s_0393.fits
2459686.43209871	2mass_B_20220416222928_30s_0396.fits
2459686.43442813	2mass_B_20220416223250_30s_0399.fits
2459686.14948002	2mass_R_20220416154230_30s_0065.fits
2459686.15198224	2mass_R_20220416154607_30s_0068.fits
2459686.15448216	2mass_R_20220416154943_30s_0071.fits
2459686.15739336	2mass_R_20220416155325_30s_0074.fits
2459686.16005197	2mass_R_20220416155743_30s_0077.fits
2459686.16369994	2mass_R_20220416160222_30s_0080.fits
2459686.16671495	2mass_R_20220416160700_30s_0083.fits
2459686.16905405	2mass_R_20220416161041_30s_0086.fits
2459686.17124848	2mass_R_20220416161351_30s_0089.fits
2459686.17393172	2mass_R_20220416161743_30s_0092.fits
2459686.17629018	2mass_R_20220416162107_30s_0095.fits
2459686.1790868	2mass_R_20220416162439_30s_0098.fits
2459686.18112413	2mass_R_20220416162804_30s_0101.fits
2459686.18406267	2mass_R_20220416163141_30s_0104.fits
2459686.18641228	2mass_R_20220416163522_30s_0107.fits
2459686.18884957	2mass_R_20220416163912_30s_0110.fits
2459686.1913472	2mass_R_20220416164248_30s_0113.fits
2459686.19400004	2mass_R_20220416164637_30s_0116.fits
2459686.19680286	2mass_R_20220416165039_30s_0119.fits
2459686.19989161	2mass_R_20220416165437_30s_0122.fits
2459686.20175688	2mass_R_20220416165747_30s_0125.fits
2459686.20497093	2mass_R_20220416170147_30s_0128.fits
2459686.2077113	2mass_R_20220416170602_30s_0131.fits
2459686.21066941	2mass_R_20220416171037_30s_0134.fits
2459686.21332941	2mass_R_20220416171427_30s_0137.fits
2459686.2159373	2mass_R_20220416171812_30s_0140.fits
2459686.21846515	2mass_R_20220416172151_30s_0143.fits
2459686.22158737	2mass_R_20220416172551_30s_0146.fits
2459686.22390569	2mass_R_20220416172940_30s_0149.fits
2459686.22696874	2mass_R_20220416173328_30s_0152.fits
2459686.22923444	2mass_R_20220416173702_30s_0155.fits
2459686.23163362	2mass_R_20220416174048_30s_0158.fits
2459686.23464612	2mass_R_20220416174509_30s_0161.fits
2459686.23727528	2mass_R_20220416174856_30s_0164.fits
2459686.24017923	2mass_R_20220416175307_30s_0167.fits
2459686.24310449	2mass_R_20220416175650_30s_0170.fits
2459686.24546704	2mass_R_20220416180043_30s_0173.fits
2459686.24846138	2mass_R_20220416180425_30s_0176.fits
2459686.25113227	2mass_R_20220416180834_30s_0179.fits
2459686.25354967	2mass_R_20220416181222_30s_0182.fits
2459686.25646828	2mass_R_20220416181634_30s_0185.fits
2459686.25942956	2mass_R_20220416182050_30s_0188.fits
2459686.2617809	2mass_R_20220416182413_30s_0191.fits
2459686.26446616	2mass_R_20220416182736_30s_0194.fits
2459686.26651339	2mass_R_20220416183102_30s_0197.fits
2459686.26930854	2mass_R_20220416183426_30s_0200.fits
2459686.27145023	2mass_R_20220416183749_30s_0203.fits
2459686.27342762	2mass_R_20220416184059_30s_0206.fits
2459686.27589717	2mass_R_20220416184433_30s_0209.fits
2459686.27875413	2mass_R_20220416184840_30s_0212.fits
2459686.28124447	2mass_R_20220416185215_30s_0215.fits
2459686.28402746	2mass_R_20220416185546_30s_0218.fits
2459686.28615865	2mass_R_20220416185919_30s_0221.fits
2459686.28892601	2mass_R_20220416190241_30s_0224.fits
2459686.29146962	2mass_R_20220416190639_30s_0227.fits
2459686.29364033	2mass_R_20220416191005_30s_0230.fits
2459686.29834073	2mass_R_20220416191652_30s_0236.fits
2459686.30079577	2mass_R_20220416192024_30s_0239.fits
2459686.30360736	2mass_R_20220416192357_30s_0242.fits
2459686.30604127	2mass_R_20220416192757_30s_0245.fits
2459686.30893259	2mass_R_20220416193129_30s_0248.fits
2459686.3111303	2mass_R_20220416193457_30s_0251.fits
2459686.31325209	2mass_R_20220416193820_30s_0254.fits
2459686.31569403	2mass_R_20220416194151_30s_0257.fits
2459686.31800732	2mass_R_20220416194511_30s_0260.fits
2459686.32032115	2mass_R_20220416194831_30s_0263.fits
2459686.32298721	2mass_R_20220416195152_30s_0266.fits
2459686.32484741	2mass_R_20220416195502_30s_0269.fits
2459686.32850678	2mass_R_20220416195940_30s_0272.fits
2459686.33071862	2mass_R_20220416200310_30s_0275.fits
2459686.33281253	2mass_R_20220416200630_30s_0278.fits
2459686.33590071	2mass_R_20220416201057_30s_0281.fits
2459686.33820726	2mass_R_20220416201416_30s_0284.fits
2459686.34051024	2mass_R_20220416201735_30s_0287.fits
2459686.34315937	2mass_R_20220416202055_30s_0290.fits
2459686.34512259	2mass_R_20220416202413_30s_0293.fits
2459686.34991961	2mass_R_20220416203049_30s_0299.fits
2459686.35199454	2mass_R_20220416203407_30s_0302.fits
2459686.35428197	2mass_R_20220416203725_30s_0305.fits
2459686.35708395	2mass_R_20220416204127_30s_0308.fits
2459686.35939051	2mass_R_20220416204447_30s_0311.fits
2459686.36203161	2mass_R_20220416204805_30s_0314.fits
2459686.36402565	2mass_R_20220416205126_30s_0317.fits
2459686.36767585	2mass_R_20220416205604_30s_0320.fits
2459686.36980024	2mass_R_20220416205926_30s_0323.fits
2459686.37246957	2mass_R_20220416210336_30s_0326.fits
2459686.37479097	2mass_R_20220416210657_30s_0329.fits
2459686.37754222	2mass_R_20220416211055_30s_0332.fits
2459686.37988429	2mass_R_20220416211417_30s_0335.fits
2459686.38255408	2mass_R_20220416211738_30s_0338.fits
2459686.38514174	2mass_R_20220416212151_30s_0341.fits
2459686.38789291	2mass_R_20220416212511_30s_0344.fits
2459686.38999595	2mass_R_20220416212831_30s_0347.fits
2459686.39208896	2mass_R_20220416213151_30s_0350.fits
2459686.39440547	2mass_R_20220416213512_30s_0353.fits
2459686.3967219	2mass_R_20220416213832_30s_0356.fits
2459686.3993065	2mass_R_20220416214215_30s_0359.fits
2459686.40224449	2mass_R_20220416214559_30s_0362.fits
2459686.40448344	2mass_R_20220416214942_30s_0365.fits
2459686.40816641	2mass_R_20220416215423_30s_0368.fits
2459686.41081681	2mass_R_20220416215830_30s_0371.fits
2459686.41292597	2mass_R_20220416220152_30s_0374.fits
2459686.41526602	2mass_R_20220416220514_30s_0377.fits
2459686.41808588	2mass_R_20220416220918_30s_0380.fits
2459686.4204184	2mass_R_20220416221239_30s_0383.fits
2459686.42393293	2mass_R_20220416221713_30s_0386.fits
2459686.42590233	2mass_R_20220416222032_30s_0389.fits
2459686.42943661	2mass_R_20220416222500_30s_0392.fits
2459686.43156341	2mass_R_20220416222823_30s_0395.fits
2459686.43367144	2mass_R_20220416223144_30s_0398.fits
2459686.43602084	2mass_R_20220416223507_30s_0401.fits
2459686.14919671	2mass_V_20220416154128_30s_0064.fits
2459686.15148709	2mass_V_20220416154505_30s_0067.fits
2459686.15376995	2mass_V_20220416154841_30s_0070.fits
2459686.15634049	2mass_V_20220416155223_30s_0073.fits
2459686.15932462	2mass_V_20220416155641_30s_0076.fits
2459686.16205521	2mass_V_20220416160037_30s_0079.fits
2459686.16546532	2mass_V_20220416160502_30s_0082.fits
2459686.1683369	2mass_V_20220416160939_30s_0085.fits
2459686.17096724	2mass_V_20220416161249_30s_0088.fits
2459686.17343189	2mass_V_20220416161641_30s_0091.fits
2459686.17541109	2mass_V_20220416161951_30s_0094.fits
2459686.17803349	2mass_V_20220416162337_30s_0097.fits
2459686.18022528	2mass_V_20220416162647_30s_0100.fits
2459686.18290835	2mass_V_20220416163039_30s_0103.fits
2459686.1856395	2mass_V_20220416163405_30s_0106.fits
2459686.18813016	2mass_V_20220416163809_30s_0109.fits
2459686.19089519	2mass_V_20220416164131_30s_0112.fits
2459686.19333159	2mass_V_20220416164520_30s_0115.fits
2459686.19591943	2mass_V_20220416164923_30s_0118.fits
2459686.19883842	2mass_V_20220416165335_30s_0121.fits
2459686.20102949	2mass_V_20220416165644_30s_0124.fits
2459686.20365373	2mass_V_20220416170031_30s_0127.fits
2459686.20710696	2mass_V_20220416170500_30s_0130.fits
2459686.20978079	2mass_V_20220416170920_30s_0133.fits
2459686.21304494	2mass_V_20220416171325_30s_0136.fits
2459686.21544328	2mass_V_20220416171710_30s_0139.fits
2459686.21775382	2mass_V_20220416172049_30s_0142.fits
2459686.22035904	2mass_V_20220416172434_30s_0145.fits
2459686.22318079	2mass_V_20220416172838_30s_0148.fits
2459686.22581348	2mass_V_20220416173225_30s_0151.fits
2459686.22863105	2mass_V_20220416173600_30s_0154.fits
2459686.23091411	2mass_V_20220416173946_30s_0157.fits
2459686.23436192	2mass_V_20220416174406_30s_0160.fits
2459686.23678135	2mass_V_20220416174754_30s_0163.fits
2459686.23946721	2mass_V_20220416175205_30s_0166.fits
2459686.24204471	2mass_V_20220416175548_30s_0169.fits
2459686.24474444	2mass_V_20220416175941_30s_0172.fits
2459686.24730512	2mass_V_20220416180323_30s_0175.fits
2459686.25052894	2mass_V_20220416180732_30s_0178.fits
2459686.25283511	2mass_V_20220416181120_30s_0181.fits
2459686.256187	2mass_V_20220416181532_30s_0184.fits
2459686.2589331	2mass_V_20220416181948_30s_0187.fits
2459686.26106127	2mass_V_20220416182311_30s_0190.fits
2459686.26340141	2mass_V_20220416182633_30s_0193.fits
2459686.26578362	2mass_V_20220416182959_30s_0196.fits
2459686.26815177	2mass_V_20220416183324_30s_0199.fits
2459686.27084713	2mass_V_20220416183647_30s_0202.fits
2459686.27270825	2mass_V_20220416183957_30s_0205.fits
2459686.27561557	2mass_V_20220416184331_30s_0208.fits
2459686.27825706	2mass_V_20220416184737_30s_0211.fits
2459686.28053248	2mass_V_20220416185113_30s_0214.fits
2459686.28296721	2mass_V_20220416185443_30s_0217.fits
2459686.28543376	2mass_V_20220416185817_30s_0220.fits
2459686.28776882	2mass_V_20220416190139_30s_0223.fits
2459686.29085954	2mass_V_20220416190536_30s_0226.fits
2459686.29292483	2mass_V_20220416190904_30s_0229.fits
2459686.29569469	2mass_V_20220416191225_30s_0232.fits
2459686.29784567	2mass_V_20220416191550_30s_0235.fits
2459686.30008392	2mass_V_20220416191922_30s_0238.fits
2459686.30254619	2mass_V_20220416192255_30s_0241.fits
2459686.30531862	2mass_V_20220416192655_30s_0244.fits
2459686.30777367	2mass_V_20220416193027_30s_0247.fits
2459686.31052419	2mass_V_20220416193355_30s_0250.fits
2459686.31253744	2mass_V_20220416193718_30s_0253.fits
2459686.31541355	2mass_V_20220416194049_30s_0256.fits
2459686.31751529	2mass_V_20220416194409_30s_0259.fits
2459686.31959846	2mass_V_20220416194728_30s_0262.fits
2459686.32192334	2mass_V_20220416195049_30s_0265.fits
2459686.32412475	2mass_V_20220416195400_30s_0268.fits
2459686.3273422	2mass_V_20220416195838_30s_0271.fits
2459686.33011214	2mass_V_20220416200207_30s_0274.fits
2459686.33209538	2mass_V_20220416200528_30s_0277.fits
2459686.33561177	2mass_V_20220416200954_30s_0280.fits
2459686.3377082	2mass_V_20220416201314_30s_0283.fits
2459686.339789	2mass_V_20220416201633_30s_0286.fits
2459686.34209372	2mass_V_20220416201952_30s_0289.fits
2459686.34439514	2mass_V_20220416202311_30s_0292.fits
2459686.34668798	2mass_V_20220416202629_30s_0295.fits
2459686.34931461	2mass_V_20220416202946_30s_0298.fits
2459686.35127054	2mass_V_20220416203304_30s_0301.fits
2459686.35400192	2mass_V_20220416203623_30s_0304.fits
2459686.35658488	2mass_V_20220416204025_30s_0307.fits
2459686.35867149	2mass_V_20220416204344_30s_0310.fits
2459686.36097441	2mass_V_20220416204703_30s_0313.fits
2459686.36330212	2mass_V_20220416205024_30s_0316.fits
2459686.36651658	2mass_V_20220416205502_30s_0319.fits
2459686.36919535	2mass_V_20220416205824_30s_0322.fits
2459686.37175023	2mass_V_20220416210234_30s_0325.fits
2459686.37451296	2mass_V_20220416210555_30s_0328.fits
2459686.37705108	2mass_V_20220416210953_30s_0331.fits
2459686.37916297	2mass_V_20220416211315_30s_0334.fits
2459686.38148896	2mass_V_20220416211636_30s_0337.fits
2459686.38441891	2mass_V_20220416212049_30s_0340.fits
2459686.38673064	2mass_V_20220416212409_30s_0343.fits
2459686.38939593	2mass_V_20220416212729_30s_0346.fits
2459686.39136492	2mass_V_20220416213049_30s_0349.fits
2459686.39412316	2mass_V_20220416213409_30s_0352.fits
2459686.39622668	2mass_V_20220416213730_30s_0355.fits
2459686.39858745	2mass_V_20220416214113_30s_0358.fits
2459686.4011788	2mass_V_20220416214457_30s_0361.fits
2459686.40375672	2mass_V_20220416214840_30s_0364.fits
2459686.4069965	2mass_V_20220416215320_30s_0367.fits
2459686.41021232	2mass_V_20220416215728_30s_0370.fits
2459686.41221148	2mass_V_20220416220050_30s_0373.fits
2459686.41498213	2mass_V_20220416220411_30s_0376.fits
2459686.41759116	2mass_V_20220416220815_30s_0379.fits
2459686.41969704	2mass_V_20220416221137_30s_0382.fits
2459686.42286251	2mass_V_20220416221610_30s_0385.fits
2459686.42517023	2mass_V_20220416221930_30s_0388.fits
2459686.4282676	2mass_V_20220416222357_30s_0391.fits
2459686.43095569	2mass_V_20220416222720_30s_0394.fits
2459686.43295218	2mass_V_20220416223042_30s_0397.fits
2459686.43573749	2mass_V_20220416223405_30s_0400.fits
