3*R,4*R,5*R,6.25*R,7*R,8*R,9*R,10*R,WAVE,HJD,ID
14.199,14.15,14.138,14.114,14.105,14.089,14.082,14.076,R,2022-4-16T21:54:23,3
13.561,13.517,13.494,13.468,13.438,13.425,13.434,13.447,R,2022-4-16T21:54:23,4
11.82,11.766,11.744,11.729,11.722,11.716,11.711,11.707,R,2022-4-16T21:58:30,1
14.11,14.044,14.03,14.002,14.002,13.995,14,14.012,R,2022-4-16T21:58:30,2
14.212,14.156,14.141,14.105,14.09,14.082,14.055,14.033,R,2022-4-16T21:58:30,3
13.58,13.521,13.49,13.449,13.422,13.402,13.402,13.402,R,2022-4-16T21:58:30,4
11.826,11.775,11.755,11.744,11.739,11.733,11.728,11.723,R,2022-4-16T22:1:52,1
14.122,14.08,14.086,14.078,14.081,14.073,14.078,14.093,R,2022-4-16T22:1:52,2
14.23,14.183,14.166,14.152,14.154,14.138,14.132,14.116,R,2022-4-16T22:1:52,3
13.582,13.527,13.497,13.458,13.44,13.42,13.416,13.42,R,2022-4-16T22:1:52,4
11.842,11.784,11.759,11.742,11.735,11.728,11.723,11.719,R,2022-4-16T22:5:14,1
14.143,14.085,14.053,14.04,14.043,14.045,14.018,14.002,R,2022-4-16T22:5:14,2
14.251,14.188,14.168,14.147,14.135,14.111,14.096,14.082,R,2022-4-16T22:5:14,3
13.608,13.546,13.507,13.46,13.435,13.419,13.414,13.408,R,2022-4-16T22:5:14,4
11.816,11.771,11.75,11.739,11.734,11.727,11.724,11.721,R,2022-4-16T22:9:18,1
14.101,14.059,14.042,14.026,14.014,14.012,14.013,14.005,R,2022-4-16T22:9:18,2
14.206,14.145,14.123,14.109,14.112,14.092,14.075,14.06,R,2022-4-16T22:9:18,3
13.597,13.548,13.516,13.473,13.449,13.435,13.419,13.416,R,2022-4-16T22:9:18,4
11.843,11.788,11.767,11.754,11.748,11.744,11.741,11.738,R,2022-4-16T22:12:39,1
14.149,14.098,14.091,14.068,14.064,14.076,14.065,14.048,R,2022-4-16T22:12:39,2
14.215,14.172,14.16,14.132,14.126,14.118,14.12,14.12,R,2022-4-16T22:12:39,3
13.586,13.536,13.506,13.469,13.442,13.414,13.4,13.389,R,2022-4-16T22:12:39,4
11.861,11.801,11.778,11.762,11.754,11.749,11.743,11.74,R,2022-4-16T22:17:13,1
14.141,14.083,14.057,14.041,14.029,14.015,14.008,13.999,R,2022-4-16T22:17:13,2
14.231,14.165,14.153,14.131,14.13,14.109,14.088,14.068,R,2022-4-16T22:17:13,3
13.613,13.56,13.522,13.476,13.447,13.424,13.415,13.414,R,2022-4-16T22:17:13,4
11.855,11.799,11.774,11.757,11.75,11.744,11.741,11.738,R,2022-4-16T22:20:32,1
14.144,14.09,14.057,14.054,14.049,14.043,14.029,14.029,R,2022-4-16T22:20:32,2
14.236,14.183,14.173,14.155,14.154,14.152,14.155,14.151,R,2022-4-16T22:20:32,3
13.594,13.538,13.507,13.473,13.449,13.425,13.423,13.419,R,2022-4-16T22:20:32,4
11.889,11.821,11.791,11.776,11.768,11.762,11.758,11.756,R,2022-4-16T22:25:0,1
14.163,14.084,14.042,14.01,14,13.998,13.991,14.006,R,2022-4-16T22:25:0,2
14.29,14.207,14.181,14.158,14.153,14.152,14.144,14.131,R,2022-4-16T22:25:0,3
13.641,13.566,13.528,13.48,13.455,13.434,13.425,13.428,R,2022-4-16T22:25:0,4
11.858,11.806,11.783,11.768,11.761,11.754,11.749,11.746,R,2022-4-16T22:28:23,1
14.117,14.052,14.017,13.994,13.985,13.968,13.965,13.952,R,2022-4-16T22:28:23,2
14.267,14.217,14.203,14.195,14.195,14.185,14.166,14.179,R,2022-4-16T22:28:23,3
13.588,13.529,13.498,13.455,13.423,13.39,13.381,13.379,R,2022-4-16T22:28:23,4
11.913,11.837,11.802,11.783,11.776,11.77,11.766,11.764,R,2022-4-16T22:31:44,1
14.16,14.092,14.057,14.064,14.053,14.073,14.076,14.09,R,2022-4-16T22:31:44,2
14.278,14.211,14.182,14.152,14.139,14.116,14.115,14.139,R,2022-4-16T22:31:44,3
13.642,13.566,13.526,13.479,13.453,13.434,13.431,13.422,R,2022-4-16T22:31:44,4
11.868,11.812,11.788,11.776,11.766,11.759,11.756,11.751,R,2022-4-16T22:35:7,1
14.115,14.07,14.033,14.03,14.037,14.033,14.025,14.035,R,2022-4-16T22:35:7,2
14.236,14.196,14.169,14.143,14.121,14.122,14.132,14.123,R,2022-4-16T22:35:7,3
13.588,13.526,13.502,13.459,13.426,13.42,13.416,13.409,R,2022-4-16T22:35:7,4
13.009,12.801,12.699,12.634,12.616,12.598,12.588,12.581,V,2022-4-16T15:41:28,1
14.79,14.575,14.463,14.392,14.359,14.336,14.3,14.273,V,2022-4-16T15:41:28,2
15.058,14.865,14.756,14.739,14.707,14.717,14.74,14.732,V,2022-4-16T15:41:28,3
14.277,14.051,13.933,13.86,13.832,13.784,13.767,13.739,V,2022-4-16T15:41:28,4
12.766,12.668,12.628,12.615,12.606,12.604,12.599,12.592,V,2022-4-16T15:45:5,1
14.603,14.516,14.476,14.461,14.434,14.419,14.433,14.379,V,2022-4-16T15:45:5,2
14.793,14.678,14.659,14.644,14.614,14.592,14.633,14.712,V,2022-4-16T15:45:5,3
14.026,13.914,13.872,13.842,13.848,13.851,13.835,13.847,V,2022-4-16T15:45:5,4
12.745,12.665,12.624,12.6,12.595,12.582,12.576,12.572,V,2022-4-16T15:48:41,1
14.572,14.462,14.403,14.364,14.347,14.311,14.285,14.307,V,2022-4-16T15:48:41,2
14.786,14.733,14.729,14.713,14.734,14.771,14.802,14.806,V,2022-4-16T15:48:41,3
13.997,13.919,13.879,13.844,13.831,13.823,13.815,13.81,V,2022-4-16T15:48:41,4
12.706,12.632,12.605,12.591,12.586,12.58,12.578,12.568,V,2022-4-16T15:52:23,1
14.528,14.428,14.393,14.38,14.378,14.366,14.355,14.329,V,2022-4-16T15:52:23,2
14.719,14.637,14.625,14.598,14.607,14.601,14.598,14.643,V,2022-4-16T15:52:23,3
13.999,13.937,13.891,13.868,13.851,13.848,13.841,13.832,V,2022-4-16T15:52:23,4
12.717,12.646,12.613,12.592,12.586,12.584,12.582,12.581,V,2022-4-16T15:56:41,1
14.561,14.481,14.464,14.463,14.453,14.407,14.385,14.359,V,2022-4-16T15:56:41,2
14.701,14.616,14.567,14.558,14.548,14.522,14.505,14.492,V,2022-4-16T15:56:41,3
13.988,13.919,13.872,13.844,13.841,13.828,13.828,13.821,V,2022-4-16T15:56:41,4
12.688,12.621,12.596,12.587,12.583,12.581,12.576,12.576,V,2022-4-16T16:0:37,1
14.471,14.417,14.406,14.373,14.375,14.393,14.407,14.411,V,2022-4-16T16:0:37,2
14.707,14.661,14.658,14.625,14.666,14.675,14.629,14.655,V,2022-4-16T16:0:37,3
13.954,13.889,13.847,13.821,13.815,13.808,13.822,13.822,V,2022-4-16T16:0:37,4
12.725,12.642,12.605,12.584,12.576,12.563,12.557,12.556,V,2022-4-16T16:5:2,1
14.559,14.484,14.439,14.448,14.47,14.467,14.469,14.463,V,2022-4-16T16:5:2,2
14.729,14.629,14.61,14.625,14.621,14.622,14.624,14.647,V,2022-4-16T16:5:2,3
13.971,13.883,13.853,13.822,13.807,13.785,13.78,13.774,V,2022-4-16T16:5:2,4
12.683,12.618,12.586,12.573,12.569,12.567,12.567,12.568,V,2022-4-16T16:9:39,1
14.477,14.405,14.379,14.355,14.35,14.333,14.333,14.325,V,2022-4-16T16:9:39,2
14.687,14.629,14.611,14.607,14.593,14.593,14.608,14.633,V,2022-4-16T16:9:39,3
13.935,13.869,13.823,13.781,13.765,13.769,13.762,13.784,V,2022-4-16T16:9:39,4
12.679,12.616,12.593,12.577,12.57,12.567,12.563,12.563,V,2022-4-16T16:12:49,1
14.528,14.475,14.45,14.461,14.465,14.509,14.52,14.514,V,2022-4-16T16:12:49,2
14.674,14.613,14.59,14.589,14.585,14.567,14.556,14.542,V,2022-4-16T16:12:49,3
13.929,13.861,13.837,13.811,13.794,13.792,13.792,13.792,V,2022-4-16T16:12:49,4
12.674,12.615,12.59,12.58,12.578,12.579,12.571,12.569,V,2022-4-16T16:16:41,1
14.452,14.406,14.39,14.39,14.388,14.404,14.411,14.415,V,2022-4-16T16:16:41,2
14.688,14.644,14.617,14.618,14.616,14.622,14.623,14.654,V,2022-4-16T16:16:41,3
13.922,13.862,13.841,13.81,13.798,13.786,13.78,13.785,V,2022-4-16T16:16:41,4
12.688,12.615,12.589,12.574,12.573,12.572,12.57,12.564,V,2022-4-16T16:19:51,1
14.525,14.454,14.412,14.412,14.397,14.398,14.368,14.373,V,2022-4-16T16:19:51,2
14.657,14.581,14.541,14.501,14.475,14.455,14.41,14.388,V,2022-4-16T16:19:51,3
13.924,13.858,13.832,13.797,13.777,13.757,13.74,13.72,V,2022-4-16T16:19:51,4
12.727,12.628,12.589,12.571,12.562,12.55,12.549,12.548,V,2022-4-16T16:23:37,1
14.549,14.459,14.423,14.421,14.443,14.425,14.417,14.438,V,2022-4-16T16:23:37,2
14.727,14.652,14.615,14.579,14.577,14.593,14.569,14.599,V,2022-4-16T16:23:37,3
13.973,13.879,13.833,13.79,13.768,13.742,13.719,13.713,V,2022-4-16T16:23:37,4
12.676,12.612,12.59,12.582,12.579,12.577,12.576,12.579,V,2022-4-16T16:26:47,1
14.471,14.408,14.358,14.347,14.324,14.322,14.324,14.327,V,2022-4-16T16:26:47,2
14.65,14.567,14.505,14.495,14.481,14.457,14.422,14.377,V,2022-4-16T16:26:47,3
13.917,13.845,13.811,13.766,13.745,13.728,13.736,13.746,V,2022-4-16T16:26:47,4
12.64,12.59,12.574,12.56,12.55,12.544,12.538,12.538,V,2022-4-16T16:30:39,1
14.461,14.408,14.398,14.38,14.399,14.394,14.423,14.382,V,2022-4-16T16:30:39,2
14.63,14.593,14.569,14.559,14.566,14.524,14.505,14.505,V,2022-4-16T16:30:39,3
13.851,13.798,13.772,13.747,13.723,13.705,13.697,13.691,V,2022-4-16T16:30:39,4
12.638,12.597,12.583,12.577,12.577,12.574,12.579,12.582,V,2022-4-16T16:34:5,1
14.453,14.411,14.393,14.405,14.401,14.407,14.4,14.403,V,2022-4-16T16:34:5,2
14.637,14.604,14.613,14.6,14.604,14.639,14.65,14.664,V,2022-4-16T16:34:5,3
13.858,13.804,13.771,13.741,13.735,13.718,13.679,13.643,V,2022-4-16T16:34:5,4
12.665,12.603,12.579,12.561,12.554,12.55,12.54,12.537,V,2022-4-16T16:38:9,1
14.418,14.352,14.33,14.342,14.351,14.346,14.331,14.323,V,2022-4-16T16:38:9,2
14.634,14.575,14.516,14.48,14.503,14.507,14.5,14.541,V,2022-4-16T16:38:9,3
13.901,13.85,13.828,13.804,13.78,13.781,13.788,13.812,V,2022-4-16T16:38:9,4
12.668,12.604,12.574,12.562,12.559,12.55,12.544,12.538,V,2022-4-16T16:41:31,1
14.408,14.354,14.315,14.297,14.287,14.295,14.292,14.258,V,2022-4-16T16:41:31,2
14.625,14.539,14.517,14.487,14.474,14.467,14.448,14.461,V,2022-4-16T16:41:31,3
13.885,13.825,13.799,13.762,13.749,13.739,13.733,13.718,V,2022-4-16T16:41:31,4
12.658,12.602,12.582,12.57,12.562,12.557,12.557,12.553,V,2022-4-16T16:45:20,1
14.381,14.334,14.296,14.279,14.262,14.269,14.252,14.223,V,2022-4-16T16:45:20,2
14.593,14.514,14.504,14.529,14.533,14.539,14.513,14.511,V,2022-4-16T16:45:20,3
13.876,13.812,13.796,13.777,13.77,13.753,13.741,13.742,V,2022-4-16T16:45:20,4
12.671,12.606,12.58,12.566,12.561,12.553,12.548,12.541,V,2022-4-16T16:49:23,1
14.455,14.391,14.371,14.378,14.386,14.373,14.39,14.362,V,2022-4-16T16:49:23,2
14.633,14.565,14.537,14.55,14.541,14.534,14.537,14.539,V,2022-4-16T16:49:23,3
13.878,13.805,13.775,13.743,13.724,13.704,13.685,13.664,V,2022-4-16T16:49:23,4
12.665,12.607,12.582,12.57,12.567,12.562,12.556,12.557,V,2022-4-16T16:53:35,1
14.41,14.364,14.339,14.292,14.292,14.303,14.319,14.352,V,2022-4-16T16:53:35,2
14.647,14.606,14.578,14.574,14.583,14.615,14.644,14.685,V,2022-4-16T16:53:35,3
13.882,13.83,13.807,13.784,13.779,13.758,13.739,13.73,V,2022-4-16T16:53:35,4
12.647,12.602,12.587,12.577,12.572,12.565,12.562,12.56,V,2022-4-16T16:56:44,1
14.401,14.353,14.307,14.263,14.275,14.297,14.308,14.323,V,2022-4-16T16:56:44,2
14.615,14.609,14.604,14.615,14.592,14.6,14.615,14.621,V,2022-4-16T16:56:44,3
13.85,13.799,13.763,13.739,13.729,13.727,13.715,13.728,V,2022-4-16T16:56:44,4
12.65,12.594,12.574,12.559,12.555,12.549,12.549,12.541,V,2022-4-16T17:0:31,1
14.434,14.379,14.356,14.316,14.311,14.314,14.29,14.274,V,2022-4-16T17:0:31,2
14.589,14.516,14.499,14.472,14.451,14.442,14.468,14.472,V,2022-4-16T17:0:31,3
13.862,13.806,13.791,13.773,13.749,13.731,13.712,13.727,V,2022-4-16T17:0:31,4
12.634,12.588,12.569,12.551,12.55,12.539,12.536,12.524,V,2022-4-16T17:5:0,1
14.378,14.32,14.28,14.248,14.243,14.23,14.234,14.226,V,2022-4-16T17:5:0,2
14.582,14.536,14.513,14.502,14.49,14.464,14.479,14.487,V,2022-4-16T17:5:0,3
13.849,13.797,13.783,13.753,13.727,13.704,13.696,13.695,V,2022-4-16T17:5:0,4
12.629,12.582,12.559,12.549,12.543,12.539,12.534,12.53,V,2022-4-16T17:9:20,1
14.387,14.359,14.332,14.295,14.288,14.294,14.27,14.261,V,2022-4-16T17:9:20,2
14.593,14.563,14.539,14.568,14.571,14.58,14.616,14.619,V,2022-4-16T17:9:20,3
13.844,13.786,13.766,13.752,13.738,13.728,13.716,13.711,V,2022-4-16T17:9:20,4
12.666,12.602,12.578,12.559,12.552,12.544,12.535,12.524,V,2022-4-16T17:13:25,1
14.435,14.351,14.297,14.263,14.236,14.21,14.205,14.221,V,2022-4-16T17:13:25,2
14.576,14.498,14.456,14.463,14.443,14.444,14.444,14.406,V,2022-4-16T17:13:25,3
13.878,13.81,13.788,13.767,13.754,13.744,13.732,13.73,V,2022-4-16T17:13:25,4
12.666,12.602,12.579,12.567,12.564,12.558,12.556,12.552,V,2022-4-16T17:17:10,1
14.422,14.354,14.348,14.316,14.318,14.332,14.355,14.357,V,2022-4-16T17:17:10,2
14.6,14.554,14.528,14.514,14.49,14.487,14.504,14.498,V,2022-4-16T17:17:10,3
13.859,13.797,13.773,13.745,13.728,13.724,13.717,13.721,V,2022-4-16T17:17:10,4
12.645,12.595,12.573,12.558,12.554,12.547,12.545,12.545,V,2022-4-16T17:20:49,1
14.398,14.355,14.328,14.317,14.338,14.34,14.358,14.357,V,2022-4-16T17:20:49,2
14.595,14.539,14.502,14.493,14.482,14.443,14.466,14.462,V,2022-4-16T17:20:49,3
13.844,13.79,13.762,13.727,13.709,13.716,13.716,13.731,V,2022-4-16T17:20:49,4
12.655,12.596,12.57,12.558,12.55,12.545,12.536,12.536,V,2022-4-16T17:24:34,1
14.441,14.375,14.356,14.339,14.34,14.359,14.388,14.384,V,2022-4-16T17:24:34,2
14.593,14.545,14.532,14.532,14.562,14.571,14.552,14.632,V,2022-4-16T17:24:34,3
13.848,13.793,13.763,13.734,13.708,13.685,13.678,13.672,V,2022-4-16T17:24:34,4
12.665,12.603,12.578,12.555,12.549,12.546,12.54,12.539,V,2022-4-16T17:28:38,1
14.453,14.375,14.346,14.337,14.323,14.307,14.298,14.292,V,2022-4-16T17:28:38,2
14.592,14.522,14.493,14.477,14.486,14.481,14.467,14.474,V,2022-4-16T17:28:38,3
13.857,13.793,13.771,13.73,13.712,13.702,13.713,13.715,V,2022-4-16T17:28:38,4
12.652,12.591,12.567,12.549,12.542,12.537,12.537,12.531,V,2022-4-16T17:32:25,1
14.412,14.331,14.282,14.266,14.246,14.233,14.23,14.233,V,2022-4-16T17:32:25,2
14.622,14.58,14.589,14.588,14.567,14.541,14.598,14.592,V,2022-4-16T17:32:25,3
13.853,13.782,13.762,13.733,13.714,13.701,13.7,13.714,V,2022-4-16T17:32:25,4
12.653,12.596,12.574,12.561,12.554,12.549,12.544,12.543,V,2022-4-16T17:36:0,1
14.423,14.372,14.349,14.347,14.34,14.318,14.311,14.301,V,2022-4-16T17:36:0,2
14.601,14.551,14.534,14.536,14.534,14.532,14.523,14.536,V,2022-4-16T17:36:0,3
13.846,13.788,13.755,13.737,13.723,13.714,13.693,13.702,V,2022-4-16T17:36:0,4
12.631,12.58,12.562,12.55,12.544,12.537,12.533,12.533,V,2022-4-16T17:39:46,1
14.401,14.343,14.317,14.322,14.337,14.324,14.333,14.342,V,2022-4-16T17:39:46,2
14.585,14.519,14.478,14.456,14.45,14.436,14.435,14.448,V,2022-4-16T17:39:46,3
13.831,13.768,13.727,13.691,13.67,13.648,13.631,13.622,V,2022-4-16T17:39:46,4
12.647,12.589,12.566,12.549,12.542,12.537,12.534,12.532,V,2022-4-16T17:44:6,1
14.455,14.393,14.359,14.34,14.329,14.299,14.28,14.27,V,2022-4-16T17:44:6,2
14.621,14.542,14.522,14.509,14.526,14.582,14.599,14.567,V,2022-4-16T17:44:6,3
13.862,13.806,13.78,13.75,13.735,13.712,13.71,13.701,V,2022-4-16T17:44:6,4
12.626,12.566,12.548,12.538,12.532,12.531,12.528,12.524,V,2022-4-16T17:47:54,1
14.442,14.382,14.363,14.359,14.352,14.326,14.32,14.278,V,2022-4-16T17:47:54,2
14.603,14.528,14.509,14.494,14.491,14.498,14.468,14.468,V,2022-4-16T17:47:54,3
13.854,13.793,13.759,13.724,13.708,13.692,13.686,13.684,V,2022-4-16T17:47:54,4
12.622,12.566,12.544,12.529,12.524,12.514,12.505,12.502,V,2022-4-16T17:52:5,1
14.422,14.366,14.333,14.31,14.322,14.317,14.305,14.303,V,2022-4-16T17:52:5,2
14.61,14.559,14.553,14.561,14.552,14.529,14.496,14.486,V,2022-4-16T17:52:5,3
13.839,13.776,13.761,13.741,13.735,13.717,13.698,13.701,V,2022-4-16T17:52:5,4
12.629,12.572,12.553,12.538,12.532,12.522,12.519,12.513,V,2022-4-16T17:55:48,1
14.433,14.368,14.354,14.337,14.326,14.312,14.302,14.316,V,2022-4-16T17:55:48,2
14.598,14.559,14.567,14.596,14.584,14.556,14.573,14.585,V,2022-4-16T17:55:48,3
13.835,13.78,13.747,13.715,13.694,13.665,13.65,13.643,V,2022-4-16T17:55:48,4
12.643,12.57,12.543,12.528,12.527,12.518,12.517,12.522,V,2022-4-16T17:59:41,1
14.436,14.348,14.3,14.286,14.282,14.251,14.201,14.182,V,2022-4-16T17:59:41,2
14.6,14.546,14.547,14.531,14.541,14.595,14.63,14.615,V,2022-4-16T17:59:41,3
13.871,13.803,13.771,13.745,13.739,13.738,13.727,13.722,V,2022-4-16T17:59:41,4
12.605,12.555,12.536,12.52,12.513,12.508,12.501,12.495,V,2022-4-16T18:3:23,1
14.424,14.37,14.36,14.347,14.33,14.319,14.3,14.288,V,2022-4-16T18:3:23,2
14.572,14.505,14.479,14.471,14.468,14.465,14.466,14.459,V,2022-4-16T18:3:23,3
13.839,13.776,13.759,13.732,13.72,13.706,13.706,13.705,V,2022-4-16T18:3:23,4
12.591,12.547,12.529,12.517,12.509,12.504,12.505,12.503,V,2022-4-16T18:7:32,1
14.411,14.363,14.359,14.383,14.399,14.383,14.388,14.383,V,2022-4-16T18:7:32,2
14.557,14.506,14.49,14.46,14.436,14.432,14.412,14.409,V,2022-4-16T18:7:32,3
13.839,13.801,13.794,13.755,13.732,13.729,13.722,13.731,V,2022-4-16T18:7:32,4
12.589,12.535,12.513,12.501,12.491,12.485,12.483,12.485,V,2022-4-16T18:11:20,1
14.417,14.356,14.317,14.298,14.295,14.291,14.318,14.322,V,2022-4-16T18:11:20,2
14.591,14.53,14.526,14.498,14.487,14.493,14.492,14.5,V,2022-4-16T18:11:20,3
13.828,13.778,13.751,13.735,13.726,13.704,13.703,13.709,V,2022-4-16T18:11:20,4
12.585,12.536,12.518,12.504,12.5,12.494,12.492,12.488,V,2022-4-16T18:15:32,1
14.398,14.347,14.342,14.326,14.316,14.319,14.336,14.308,V,2022-4-16T18:15:32,2
14.557,14.483,14.459,14.432,14.417,14.404,14.368,14.396,V,2022-4-16T18:15:32,3
13.82,13.775,13.771,13.757,13.744,13.737,13.734,13.733,V,2022-4-16T18:15:32,4
12.567,12.525,12.506,12.492,12.488,12.482,12.473,12.47,V,2022-4-16T18:19:48,1
14.391,14.328,14.303,14.286,14.29,14.277,14.266,14.252,V,2022-4-16T18:19:48,2
14.579,14.513,14.488,14.51,14.502,14.467,14.44,14.408,V,2022-4-16T18:19:48,3
13.814,13.766,13.735,13.715,13.696,13.67,13.649,13.643,V,2022-4-16T18:19:48,4
12.565,12.523,12.504,12.499,12.498,12.494,12.49,12.488,V,2022-4-16T18:23:11,1
14.387,14.349,14.34,14.34,14.349,14.326,14.33,14.34,V,2022-4-16T18:23:11,2
14.533,14.498,14.464,14.434,14.416,14.407,14.394,14.396,V,2022-4-16T18:23:11,3
13.805,13.767,13.739,13.706,13.694,13.698,13.711,13.707,V,2022-4-16T18:23:11,4
12.571,12.522,12.504,12.497,12.495,12.491,12.491,12.496,V,2022-4-16T18:26:33,1
14.385,14.347,14.353,14.371,14.366,14.368,14.36,14.361,V,2022-4-16T18:26:33,2
14.557,14.514,14.492,14.457,14.43,14.415,14.42,14.426,V,2022-4-16T18:26:33,3
13.834,13.794,13.775,13.75,13.737,13.741,13.732,13.738,V,2022-4-16T18:26:33,4
12.585,12.53,12.514,12.501,12.495,12.486,12.483,12.483,V,2022-4-16T18:29:59,1
14.391,14.345,14.317,14.312,14.306,14.309,14.312,14.326,V,2022-4-16T18:29:59,2
14.588,14.534,14.525,14.53,14.525,14.519,14.497,14.509,V,2022-4-16T18:29:59,3
13.837,13.785,13.771,13.736,13.712,13.688,13.693,13.711,V,2022-4-16T18:29:59,4
12.592,12.539,12.519,12.504,12.497,12.494,12.488,12.481,V,2022-4-16T18:33:24,1
14.388,14.322,14.299,14.274,14.262,14.273,14.297,14.323,V,2022-4-16T18:33:24,2
14.572,14.517,14.475,14.475,14.466,14.428,14.44,14.435,V,2022-4-16T18:33:24,3
13.826,13.777,13.749,13.715,13.696,13.679,13.671,13.66,V,2022-4-16T18:33:24,4
12.606,12.544,12.524,12.51,12.504,12.501,12.496,12.493,V,2022-4-16T18:36:47,1
14.409,14.357,14.329,14.3,14.296,14.262,14.249,14.251,V,2022-4-16T18:36:47,2
14.607,14.554,14.546,14.525,14.53,14.535,14.535,14.522,V,2022-4-16T18:36:47,3
13.836,13.776,13.751,13.716,13.707,13.709,13.713,13.727,V,2022-4-16T18:36:47,4
12.595,12.536,12.516,12.505,12.502,12.496,12.491,12.486,V,2022-4-16T18:39:57,1
14.409,14.359,14.346,14.335,14.36,14.331,14.332,14.342,V,2022-4-16T18:39:57,2
14.587,14.515,14.477,14.447,14.435,14.418,14.393,14.381,V,2022-4-16T18:39:57,3
13.823,13.775,13.743,13.703,13.688,13.668,13.647,13.627,V,2022-4-16T18:39:57,4
12.612,12.546,12.523,12.508,12.503,12.502,12.501,12.498,V,2022-4-16T18:43:31,1
14.411,14.357,14.347,14.382,14.384,14.398,14.4,14.419,V,2022-4-16T18:43:31,2
14.608,14.52,14.465,14.473,14.468,14.474,14.461,14.427,V,2022-4-16T18:43:31,3
13.832,13.763,13.736,13.701,13.68,13.659,13.645,13.636,V,2022-4-16T18:43:31,4
12.619,12.554,12.532,12.519,12.514,12.511,12.514,12.509,V,2022-4-16T18:47:37,1
14.407,14.349,14.34,14.334,14.336,14.343,14.387,14.392,V,2022-4-16T18:47:37,2
14.571,14.5,14.472,14.457,14.44,14.427,14.429,14.435,V,2022-4-16T18:47:37,3
13.83,13.77,13.748,13.715,13.709,13.696,13.687,13.676,V,2022-4-16T18:47:37,4
12.637,12.563,12.54,12.527,12.52,12.516,12.509,12.504,V,2022-4-16T18:51:13,1
14.434,14.373,14.357,14.343,14.342,14.319,14.349,14.387,V,2022-4-16T18:51:13,2
14.623,14.574,14.557,14.575,14.584,14.603,14.634,14.661,V,2022-4-16T18:51:13,3
13.851,13.784,13.759,13.736,13.713,13.679,13.666,13.645,V,2022-4-16T18:51:13,4
12.645,12.576,12.555,12.543,12.535,12.529,12.523,12.521,V,2022-4-16T18:54:43,1
14.42,14.366,14.345,14.34,14.326,14.316,14.327,14.345,V,2022-4-16T18:54:43,2
14.625,14.534,14.516,14.51,14.516,14.51,14.526,14.525,V,2022-4-16T18:54:43,3
13.835,13.759,13.729,13.706,13.69,13.671,13.654,13.657,V,2022-4-16T18:54:43,4
12.668,12.59,12.563,12.548,12.544,12.539,12.533,12.528,V,2022-4-16T18:58:17,1
14.452,14.361,14.34,14.353,14.37,14.385,14.385,14.393,V,2022-4-16T18:58:17,2
14.601,14.512,14.489,14.506,14.515,14.567,14.622,14.644,V,2022-4-16T18:58:17,3
13.87,13.781,13.764,13.737,13.732,13.724,13.718,13.721,V,2022-4-16T18:58:17,4
12.669,12.595,12.568,12.555,12.549,12.548,12.544,12.542,V,2022-4-16T19:1:39,1
14.436,14.345,14.329,14.317,14.334,14.336,14.322,14.327,V,2022-4-16T19:1:39,2
14.607,14.533,14.526,14.514,14.492,14.523,14.544,14.578,V,2022-4-16T19:1:39,3
13.837,13.778,13.748,13.711,13.695,13.692,13.699,13.686,V,2022-4-16T19:1:39,4
12.69,12.607,12.582,12.562,12.554,12.545,12.54,12.535,V,2022-4-16T19:5:36,1
14.413,14.331,14.296,14.281,14.275,14.27,14.264,14.281,V,2022-4-16T19:5:36,2
14.598,14.523,14.514,14.489,14.468,14.463,14.473,14.489,V,2022-4-16T19:5:36,3
13.864,13.774,13.74,13.71,13.708,13.704,13.7,13.707,V,2022-4-16T19:5:36,4
12.693,12.625,12.602,12.59,12.585,12.58,12.574,12.568,V,2022-4-16T19:9:4,1
14.41,14.328,14.293,14.264,14.254,14.243,14.206,14.166,V,2022-4-16T19:9:4,2
14.554,14.489,14.491,14.491,14.474,14.485,14.501,14.488,V,2022-4-16T19:9:4,3
13.818,13.742,13.704,13.676,13.662,13.641,13.639,13.642,V,2022-4-16T19:9:4,4
12.729,12.643,12.617,12.598,12.59,12.584,12.581,12.575,V,2022-4-16T19:12:25,1
14.416,14.315,14.29,14.281,14.28,14.287,14.276,14.271,V,2022-4-16T19:12:25,2
14.595,14.511,14.486,14.468,14.449,14.451,14.475,14.512,V,2022-4-16T19:12:25,3
13.856,13.763,13.733,13.716,13.705,13.694,13.688,13.678,V,2022-4-16T19:12:25,4
12.81,12.698,12.663,12.642,12.635,12.63,12.624,12.618,V,2022-4-16T19:15:50,1
14.485,14.348,14.289,14.254,14.232,14.214,14.196,14.157,V,2022-4-16T19:15:50,2
14.681,14.57,14.532,14.525,14.518,14.531,14.539,14.544,V,2022-4-16T19:15:50,3
13.923,13.798,13.765,13.727,13.71,13.682,13.671,13.663,V,2022-4-16T19:15:50,4
12.833,12.719,12.68,12.667,12.659,12.654,12.652,12.647,V,2022-4-16T19:19:22,1
14.505,14.38,14.342,14.33,14.313,14.304,14.319,14.303,V,2022-4-16T19:19:22,2
14.672,14.55,14.507,14.493,14.485,14.501,14.515,14.521,V,2022-4-16T19:19:22,3
13.915,13.788,13.741,13.704,13.692,13.671,13.65,13.643,V,2022-4-16T19:19:22,4
12.762,12.705,12.677,12.664,12.658,12.652,12.65,12.644,V,2022-4-16T19:22:55,1
14.429,14.39,14.358,14.325,14.323,14.346,14.347,14.363,V,2022-4-16T19:22:55,2
