3*R,4*R,5*R,6.25*R,7*R,8*R,9*R,10*R,WAVE,HJD,ID
15.382,15.24,15.221,15.194,15.204,15.24,15.264,15.27,B,2022-4-16T20:0:46,3
14.398,14.269,14.215,14.173,14.155,14.15,14.12,14.097,B,2022-4-16T20:0:46,4
14.032,13.937,13.907,13.884,13.867,13.842,13.824,13.808,B,2022-4-16T20:4:16,1
14.982,14.845,14.824,14.844,14.825,14.834,14.827,14.821,B,2022-4-16T20:4:16,2
15.175,15.056,14.964,14.909,14.872,14.831,14.814,14.778,B,2022-4-16T20:4:16,3
14.386,14.263,14.218,14.207,14.207,14.178,14.156,14.131,B,2022-4-16T20:4:16,4
14.09,13.976,13.926,13.89,13.886,13.874,13.873,13.873,B,2022-4-16T20:8:33,1
15.051,14.943,14.932,14.898,14.915,14.92,14.949,14.995,B,2022-4-16T20:8:33,2
15.379,15.237,15.158,15.154,15.147,15.2,15.216,15.199,B,2022-4-16T20:8:33,3
14.449,14.323,14.26,14.215,14.193,14.197,14.191,14.185,B,2022-4-16T20:8:33,4
14.053,13.941,13.901,13.879,13.865,13.847,13.85,13.837,B,2022-4-16T20:12:3,1
14.9,14.771,14.7,14.632,14.632,14.611,14.544,14.535,B,2022-4-16T20:12:3,2
15.303,15.224,15.193,15.204,15.192,15.18,15.19,15.131,B,2022-4-16T20:12:3,3
14.376,14.271,14.229,14.209,14.218,14.223,14.205,14.195,B,2022-4-16T20:12:3,4
14.065,13.951,13.909,13.881,13.878,13.852,13.838,13.818,B,2022-4-16T20:15:22,1
15.012,14.897,14.885,14.813,14.786,14.719,14.667,14.623,B,2022-4-16T20:15:22,2
15.297,15.187,15.117,15.086,15.093,15.07,15.048,15.054,B,2022-4-16T20:15:22,3
14.366,14.249,14.214,14.196,14.178,14.167,14.167,14.143,B,2022-4-16T20:15:22,4
14.031,13.946,13.914,13.892,13.895,13.889,13.87,13.844,B,2022-4-16T20:18:41,1
14.949,14.849,14.81,14.784,14.754,14.722,14.714,14.651,B,2022-4-16T20:18:41,2
15.284,15.177,15.159,15.125,15.135,15.176,15.176,15.132,B,2022-4-16T20:18:41,3
14.348,14.247,14.216,14.174,14.158,14.15,14.15,14.12,B,2022-4-16T20:18:41,4
14.034,13.936,13.912,13.902,13.893,13.891,13.895,13.904,B,2022-4-16T20:22:0,1
14.997,14.934,14.915,14.971,15.005,15.019,15.005,15.027,B,2022-4-16T20:22:0,2
15.303,15.259,15.226,15.195,15.214,15.235,15.23,15.249,B,2022-4-16T20:22:0,3
14.37,14.293,14.253,14.236,14.236,14.235,14.229,14.236,B,2022-4-16T20:22:0,4
13.99,13.911,13.889,13.875,13.867,13.857,13.833,13.827,B,2022-4-16T20:25:19,1
14.97,14.897,14.856,14.882,14.893,14.953,14.969,14.944,B,2022-4-16T20:25:19,2
15.243,15.191,15.179,15.168,15.158,15.119,15.113,15.128,B,2022-4-16T20:25:19,3
14.357,14.271,14.243,14.224,14.226,14.194,14.165,14.145,B,2022-4-16T20:25:19,4
13.947,13.857,13.83,13.798,13.794,13.796,13.774,13.783,B,2022-4-16T20:28:37,1
14.945,14.872,14.857,14.885,14.907,14.931,14.957,14.978,B,2022-4-16T20:28:37,2
15.205,15.123,15.092,15.046,15.008,14.961,14.923,14.91,B,2022-4-16T20:28:37,3
14.341,14.252,14.213,14.196,14.187,14.18,14.181,14.18,B,2022-4-16T20:28:37,4
13.943,13.856,13.813,13.771,13.753,13.732,13.723,13.712,B,2022-4-16T20:31:55,1
14.972,14.915,14.852,14.842,14.828,14.823,14.798,14.835,B,2022-4-16T20:31:55,2
15.309,15.291,15.256,15.237,15.276,15.318,15.387,15.406,B,2022-4-16T20:31:55,3
14.356,14.284,14.243,14.26,14.271,14.256,14.254,14.267,B,2022-4-16T20:31:55,4
13.967,13.893,13.875,13.885,13.911,13.93,13.943,13.97,B,2022-4-16T20:35:13,1
15.007,14.928,14.918,14.901,14.881,14.886,14.898,14.904,B,2022-4-16T20:35:13,2
15.212,15.146,15.133,15.116,15.126,15.137,15.183,15.192,B,2022-4-16T20:35:13,3
14.36,14.271,14.23,14.184,14.173,14.168,14.145,14.152,B,2022-4-16T20:35:13,4
13.907,13.843,13.811,13.785,13.774,13.758,13.774,13.778,B,2022-4-16T20:39:23,1
14.936,14.847,14.834,14.815,14.791,14.796,14.806,14.81,B,2022-4-16T20:39:23,2
15.28,15.241,15.196,15.169,15.165,15.101,15.08,15.063,B,2022-4-16T20:39:23,3
14.341,14.257,14.23,14.206,14.21,14.211,14.232,14.235,B,2022-4-16T20:39:23,4
13.904,13.836,13.819,13.821,13.817,13.804,13.8,13.798,B,2022-4-16T20:42:33,1
14.98,14.902,14.904,14.956,14.997,15.026,14.995,15.021,B,2022-4-16T20:42:33,2
15.251,15.147,15.088,15.011,14.989,14.94,14.908,14.885,B,2022-4-16T20:42:33,3
14.318,14.225,14.174,14.138,14.118,14.096,14.073,14.049,B,2022-4-16T20:42:33,4
13.863,13.793,13.772,13.753,13.747,13.734,13.721,13.713,B,2022-4-16T20:45:52,1
14.909,14.849,14.844,14.846,14.82,14.774,14.791,14.808,B,2022-4-16T20:45:52,2
15.214,15.137,15.109,15.054,15.026,14.99,14.946,14.933,B,2022-4-16T20:45:52,3
14.337,14.271,14.247,14.199,14.201,14.215,14.232,14.229,B,2022-4-16T20:45:52,4
13.822,13.747,13.705,13.657,13.635,13.599,13.562,13.507,B,2022-4-16T20:49:11,1
14.966,14.918,14.892,14.895,14.893,14.905,14.864,14.906,B,2022-4-16T20:49:11,2
15.31,15.238,15.241,15.204,15.209,15.182,15.18,15.177,B,2022-4-16T20:49:11,3
14.329,14.261,14.23,14.224,14.207,14.186,14.172,14.165,B,2022-4-16T20:49:11,4
13.818,13.751,13.728,13.718,13.708,13.694,13.691,13.683,B,2022-4-16T20:53:35,1
14.956,14.891,14.891,14.886,14.864,14.85,14.865,14.9,B,2022-4-16T20:53:35,2
15.263,15.237,15.178,15.195,15.153,15.124,15.093,15.066,B,2022-4-16T20:53:35,3
14.344,14.271,14.254,14.252,14.243,14.255,14.253,14.245,B,2022-4-16T20:53:35,4
13.807,13.749,13.73,13.7,13.693,13.69,13.692,13.706,B,2022-4-16T20:57:10,1
14.947,14.862,14.819,14.822,14.795,14.725,14.713,14.655,B,2022-4-16T20:57:10,2
15.324,15.269,15.233,15.239,15.21,15.195,15.193,15.175,B,2022-4-16T20:57:10,3
14.339,14.294,14.275,14.28,14.27,14.265,14.269,14.288,B,2022-4-16T20:57:10,4
13.813,13.733,13.696,13.699,13.706,13.707,13.697,13.699,B,2022-4-16T21:1:32,1
14.998,14.932,14.911,14.904,14.924,14.931,14.934,14.97,B,2022-4-16T21:1:32,2
15.321,15.307,15.323,15.447,15.495,15.576,15.778,15.905,B,2022-4-16T21:1:32,3
14.353,14.28,14.256,14.23,14.227,14.205,14.189,14.173,B,2022-4-16T21:1:32,4
13.795,13.721,13.699,13.704,13.704,13.702,13.706,13.724,B,2022-4-16T21:4:42,1
14.955,14.896,14.875,14.863,14.854,14.827,14.79,14.805,B,2022-4-16T21:4:42,2
15.396,15.391,15.545,15.642,15.573,15.592,15.648,15.722,B,2022-4-16T21:4:42,3
14.331,14.252,14.22,14.199,14.192,14.183,14.178,14.168,B,2022-4-16T21:4:42,4
13.784,13.706,13.69,13.676,13.682,13.686,13.687,13.701,B,2022-4-16T21:8:51,1
14.959,14.88,14.848,14.832,14.848,14.852,14.817,14.791,B,2022-4-16T21:8:51,2
15.107,14.955,14.882,14.868,14.858,14.816,14.781,14.731,B,2022-4-16T21:8:51,3
14.339,14.271,14.245,14.205,14.19,14.176,14.141,14.138,B,2022-4-16T21:8:51,4
13.748,13.667,13.646,13.634,13.626,13.612,13.601,13.594,B,2022-4-16T21:12:1,1
14.997,14.928,14.926,14.953,14.941,14.947,14.928,14.956,B,2022-4-16T21:12:1,2
15.259,15.183,15.116,15.02,14.972,14.88,14.727,14.628,B,2022-4-16T21:12:1,3
14.34,14.267,14.237,14.226,14.217,14.241,14.247,14.242,B,2022-4-16T21:12:1,4
13.738,13.661,13.638,13.625,13.626,13.626,13.621,13.624,B,2022-4-16T21:15:23,1
14.986,14.922,14.909,14.901,14.907,14.907,14.915,14.922,B,2022-4-16T21:15:23,2
15.18,15.102,15.036,14.949,14.889,14.845,14.772,14.688,B,2022-4-16T21:15:23,3
14.365,14.289,14.268,14.229,14.225,14.227,14.206,14.175,B,2022-4-16T21:15:23,4
13.729,13.639,13.607,13.579,13.571,13.567,13.564,13.56,B,2022-4-16T21:19:47,1
15.014,14.888,14.856,14.813,14.821,14.852,14.803,14.745,B,2022-4-16T21:19:47,2
15.291,15.192,15.155,15.065,15.031,15,14.968,14.939,B,2022-4-16T21:19:47,3
14.382,14.305,14.28,14.239,14.226,14.219,14.216,14.215,B,2022-4-16T21:19:47,4
13.739,13.631,13.6,13.582,13.583,13.569,13.555,13.549,B,2022-4-16T21:22:57,1
14.96,14.883,14.852,14.839,14.844,14.826,14.836,14.822,B,2022-4-16T21:22:57,2
15.251,15.141,15.158,15.207,15.191,15.222,15.193,15.144,B,2022-4-16T21:22:57,3
14.377,14.296,14.251,14.243,14.246,14.237,14.228,14.238,B,2022-4-16T21:22:57,4
13.705,13.615,13.589,13.576,13.576,13.571,13.571,13.565,B,2022-4-16T21:26:17,1
14.998,14.926,14.924,14.976,15.007,14.993,14.995,15.017,B,2022-4-16T21:26:17,2
15.328,15.223,15.182,15.166,15.138,15.073,15.056,15.069,B,2022-4-16T21:26:17,3
14.385,14.305,14.285,14.269,14.266,14.274,14.302,14.295,B,2022-4-16T21:26:17,4
13.705,13.602,13.572,13.557,13.554,13.559,13.552,13.566,B,2022-4-16T21:29:37,1
15.044,14.928,14.878,14.834,14.814,14.791,14.758,14.728,B,2022-4-16T21:29:37,2
15.332,15.232,15.229,15.211,15.207,15.227,15.241,15.196,B,2022-4-16T21:29:37,3
14.405,14.315,14.268,14.245,14.23,14.25,14.252,14.247,B,2022-4-16T21:29:37,4
13.691,13.593,13.564,13.551,13.545,13.531,13.52,13.516,B,2022-4-16T21:32:57,1
15.021,14.919,14.882,14.838,14.809,14.792,14.758,14.705,B,2022-4-16T21:32:57,2
15.389,15.273,15.218,15.237,15.253,15.243,15.23,15.212,B,2022-4-16T21:32:57,3
14.4,14.305,14.284,14.267,14.253,14.23,14.215,14.222,B,2022-4-16T21:32:57,4
13.712,13.606,13.576,13.568,13.566,13.566,13.561,13.56,B,2022-4-16T21:36:18,1
15.045,14.926,14.875,14.88,14.886,14.91,14.979,15.021,B,2022-4-16T21:36:18,2
15.294,15.206,15.249,15.241,15.249,15.263,15.226,15.222,B,2022-4-16T21:36:18,3
14.42,14.31,14.281,14.286,14.279,14.316,14.335,14.33,B,2022-4-16T21:36:18,4
13.652,13.586,13.56,13.547,13.541,13.527,13.521,13.51,B,2022-4-16T21:40:1,1
14.932,14.843,14.79,14.787,14.785,14.762,14.776,14.81,B,2022-4-16T21:40:1,2
15.366,15.332,15.329,15.312,15.317,15.31,15.392,15.402,B,2022-4-16T21:40:1,3
14.345,14.265,14.229,14.218,14.225,14.215,14.208,14.185,B,2022-4-16T21:40:1,4
13.496,13.459,13.449,13.432,13.424,13.42,13.42,13.425,B,2022-4-16T21:43:44,1
14.931,14.898,14.919,14.876,14.866,14.817,14.824,14.829,B,2022-4-16T21:43:44,2
15.282,15.253,15.235,15.264,15.245,15.206,15.21,15.256,B,2022-4-16T21:43:44,3
14.317,14.282,14.256,14.231,14.21,14.19,14.197,14.185,B,2022-4-16T21:43:44,4
13.597,13.544,13.527,13.518,13.519,13.517,13.512,13.514,B,2022-4-16T21:47:28,1
14.915,14.868,14.804,14.781,14.756,14.758,14.742,14.724,B,2022-4-16T21:47:28,2
15.239,15.189,15.186,15.174,15.152,15.119,15.115,15.077,B,2022-4-16T21:47:28,3
14.327,14.296,14.277,14.253,14.245,14.255,14.228,14.228,B,2022-4-16T21:47:28,4
13.613,13.581,13.571,13.563,13.562,13.561,13.555,13.556,B,2022-4-16T21:51:46,1
14.937,14.886,14.864,14.835,14.835,14.809,14.837,14.825,B,2022-4-16T21:51:46,2
15.326,15.297,15.288,15.344,15.376,15.421,15.419,15.431,B,2022-4-16T21:51:46,3
14.34,14.288,14.26,14.265,14.262,14.247,14.236,14.225,B,2022-4-16T21:51:46,4
13.619,13.566,13.552,13.537,13.531,13.532,13.53,13.516,B,2022-4-16T21:56:26,1
14.954,14.913,14.881,14.822,14.79,14.768,14.742,14.738,B,2022-4-16T21:56:26,2
15.278,15.213,15.209,15.214,15.251,15.275,15.256,15.256,B,2022-4-16T21:56:26,3
14.333,14.277,14.255,14.213,14.203,14.202,14.177,14.184,B,2022-4-16T21:56:26,4
13.641,13.579,13.56,13.555,13.557,13.552,13.55,13.552,B,2022-4-16T21:59:36,1
15.032,14.97,14.899,14.877,14.868,14.876,14.898,14.888,B,2022-4-16T21:59:36,2
15.284,15.234,15.221,15.214,15.171,15.16,15.167,15.149,B,2022-4-16T21:59:36,3
14.377,14.323,14.293,14.267,14.26,14.246,14.223,14.207,B,2022-4-16T21:59:36,4
13.625,13.576,13.559,13.544,13.539,13.534,13.529,13.541,B,2022-4-16T22:2:58,1
14.942,14.895,14.87,14.846,14.808,14.771,14.744,14.719,B,2022-4-16T22:2:58,2
15.251,15.211,15.189,15.149,15.135,15.117,15.103,15.106,B,2022-4-16T22:2:58,3
14.369,14.322,14.309,14.285,14.27,14.243,14.238,14.238,B,2022-4-16T22:2:58,4
13.618,13.569,13.554,13.535,13.53,13.532,13.53,13.528,B,2022-4-16T22:7:13,1
14.968,14.93,14.905,14.9,14.861,14.869,14.84,14.815,B,2022-4-16T22:7:13,2
15.222,15.173,15.139,15.167,15.144,15.148,15.144,15.11,B,2022-4-16T22:7:13,3
14.377,14.33,14.316,14.275,14.276,14.288,14.274,14.277,B,2022-4-16T22:7:13,4
13.618,13.578,13.559,13.54,13.533,13.526,13.522,13.52,B,2022-4-16T22:10:24,1
14.976,14.911,14.905,14.935,14.921,14.891,14.924,14.915,B,2022-4-16T22:10:24,2
15.292,15.222,15.186,15.161,15.166,15.174,15.179,15.213,B,2022-4-16T22:10:24,3
14.382,14.335,14.316,14.288,14.268,14.249,14.253,14.228,B,2022-4-16T22:10:24,4
13.644,13.588,13.559,13.539,13.536,13.515,13.49,13.483,B,2022-4-16T22:14:49,1
15.009,14.958,14.924,14.911,14.928,14.964,14.975,15.006,B,2022-4-16T22:14:49,2
15.225,15.118,15.072,15.04,15.028,14.984,15,14.966,B,2022-4-16T22:14:49,3
14.356,14.295,14.272,14.263,14.257,14.263,14.258,14.265,B,2022-4-16T22:14:49,4
13.695,13.614,13.579,13.557,13.554,13.541,13.537,13.544,B,2022-4-16T22:18:19,1
15.055,14.967,14.934,14.885,14.891,14.866,14.858,14.855,B,2022-4-16T22:18:19,2
15.327,15.23,15.178,15.146,15.133,15.114,15.054,15.036,B,2022-4-16T22:18:19,3
14.411,14.322,14.286,14.244,14.217,14.198,14.182,14.172,B,2022-4-16T22:18:19,4
13.668,13.597,13.579,13.558,13.56,13.556,13.547,13.542,B,2022-4-16T22:22:38,1
15.055,15.002,14.969,14.967,14.944,14.902,14.926,14.977,B,2022-4-16T22:22:38,2
15.299,15.233,15.162,15.198,15.196,15.209,15.243,15.221,B,2022-4-16T22:22:38,3
14.381,14.32,14.274,14.258,14.252,14.267,14.278,14.269,B,2022-4-16T22:22:38,4
13.686,13.602,13.569,13.545,13.525,13.512,13.509,13.496,B,2022-4-16T22:26:6,1
15.043,14.955,14.935,14.886,14.907,14.897,14.865,14.86,B,2022-4-16T22:26:6,2
15.388,15.295,15.277,15.307,15.352,15.343,15.414,15.297,B,2022-4-16T22:26:6,3
14.417,14.334,14.276,14.239,14.213,14.203,14.185,14.182,B,2022-4-16T22:26:6,4
13.64,13.593,13.571,13.551,13.54,13.51,13.513,13.516,B,2022-4-16T22:29:28,1
14.98,14.915,14.896,14.876,14.866,14.843,14.862,14.847,B,2022-4-16T22:29:28,2
15.319,15.276,15.286,15.258,15.201,15.213,15.243,15.218,B,2022-4-16T22:29:28,3
14.341,14.311,14.29,14.228,14.2,14.184,14.163,14.165,B,2022-4-16T22:29:28,4
13.695,13.615,13.57,13.536,13.523,13.527,13.507,13.496,B,2022-4-16T22:32:50,1
15.009,14.907,14.824,14.802,14.84,14.848,14.883,14.989,B,2022-4-16T22:32:50,2
15.359,15.254,15.224,15.156,15.152,15.162,15.3,15.332,B,2022-4-16T22:32:50,3
14.413,14.336,14.33,14.292,14.274,14.222,14.215,14.178,B,2022-4-16T22:32:50,4
12.541,12.245,12.066,11.923,11.873,11.836,11.814,11.805,R,2022-4-16T15:42:30,1
14.777,14.493,14.321,14.175,14.149,14.129,14.136,14.135,R,2022-4-16T15:42:30,2
14.917,14.6,14.426,14.294,14.239,14.206,14.183,14.153,R,2022-4-16T15:42:30,3
14.324,14.019,13.839,13.667,13.601,13.536,13.496,13.473,R,2022-4-16T15:42:30,4
12.104,11.951,11.874,11.826,11.811,11.8,11.795,11.789,R,2022-4-16T15:46:7,1
14.374,14.215,14.136,14.103,14.088,14.085,14.089,14.046,R,2022-4-16T15:46:7,2
14.52,14.354,14.285,14.23,14.234,14.235,14.251,14.288,R,2022-4-16T15:46:7,3
13.881,13.724,13.635,13.552,13.512,13.482,13.45,13.416,R,2022-4-16T15:46:7,4
12.087,11.941,11.87,11.825,11.813,11.802,11.796,11.794,R,2022-4-16T15:49:43,1
14.37,14.206,14.159,14.111,14.092,14.084,14.084,14.106,R,2022-4-16T15:49:43,2
14.475,14.344,14.253,14.207,14.197,14.212,14.212,14.212,R,2022-4-16T15:49:43,3
13.864,13.725,13.646,13.591,13.558,13.527,13.507,13.489,R,2022-4-16T15:49:43,4
12.087,11.936,11.86,11.817,11.806,11.796,11.79,11.783,R,2022-4-16T15:53:25,1
14.385,14.221,14.15,14.097,14.071,14.061,14.043,14.025,R,2022-4-16T15:53:25,2
14.497,14.358,14.289,14.214,14.198,14.194,14.206,14.198,R,2022-4-16T15:53:25,3
13.866,13.727,13.651,13.603,13.572,13.557,13.546,13.559,R,2022-4-16T15:53:25,4
12.026,11.904,11.841,11.806,11.799,11.79,11.788,11.786,R,2022-4-16T15:57:43,1
14.308,14.186,14.119,14.059,14.034,14.032,14.032,14.019,R,2022-4-16T15:57:43,2
14.426,14.296,14.233,14.204,14.186,14.212,14.215,14.22,R,2022-4-16T15:57:43,3
13.792,13.675,13.608,13.546,13.515,13.498,13.478,13.48,R,2022-4-16T15:57:43,4
12.035,11.907,11.841,11.8,11.789,11.782,11.78,11.778,R,2022-4-16T16:2:22,1
14.335,14.228,14.167,14.132,14.134,14.136,14.161,14.171,R,2022-4-16T16:2:22,2
14.427,14.328,14.255,14.194,14.183,14.17,14.161,14.146,R,2022-4-16T16:2:22,3
13.804,13.668,13.603,13.553,13.518,13.491,13.474,13.457,R,2022-4-16T16:2:22,4
12.031,11.904,11.841,11.801,11.789,11.78,11.777,11.771,R,2022-4-16T16:7:0,1
14.311,14.192,14.128,14.085,14.056,14.037,14.032,14.01,R,2022-4-16T16:7:0,2
14.421,14.314,14.26,14.233,14.229,14.224,14.239,14.273,R,2022-4-16T16:7:0,3
13.778,13.634,13.565,13.506,13.478,13.46,13.453,13.455,R,2022-4-16T16:7:0,4
12.02,11.902,11.839,11.801,11.792,11.783,11.777,11.771,R,2022-4-16T16:10:41,1
14.31,14.183,14.133,14.111,14.098,14.089,14.096,14.098,R,2022-4-16T16:10:41,2
14.41,14.272,14.207,14.203,14.204,14.203,14.202,14.205,R,2022-4-16T16:10:41,3
13.758,13.625,13.55,13.491,13.467,13.444,13.429,13.412,R,2022-4-16T16:10:41,4
12.002,11.885,11.831,11.799,11.792,11.784,11.781,11.779,R,2022-4-16T16:13:51,1
14.274,14.166,14.116,14.091,14.08,14.072,14.06,14.065,R,2022-4-16T16:13:51,2
14.371,14.251,14.196,14.158,14.135,14.111,14.099,14.094,R,2022-4-16T16:13:51,3
13.749,13.623,13.556,13.49,13.465,13.438,13.438,13.42,R,2022-4-16T16:13:51,4
11.992,11.873,11.817,11.788,11.781,11.772,11.766,11.764,R,2022-4-16T16:17:43,1
14.25,14.129,14.093,14.074,14.054,14.043,14.031,14.026,R,2022-4-16T16:17:43,2
14.407,14.283,14.237,14.233,14.231,14.236,14.239,14.236,R,2022-4-16T16:17:43,3
13.753,13.628,13.573,13.521,13.494,13.474,13.457,13.445,R,2022-4-16T16:17:43,4
11.966,11.854,11.808,11.786,11.778,11.77,11.769,11.765,R,2022-4-16T16:21:7,1
14.24,14.123,14.075,14.056,14.048,14.049,14.028,14.006,R,2022-4-16T16:21:7,2
14.358,14.259,14.216,14.196,14.195,14.224,14.202,14.226,R,2022-4-16T16:21:7,3
13.713,13.605,13.566,13.528,13.498,13.479,13.459,13.447,R,2022-4-16T16:21:7,4
12.012,11.882,11.826,11.797,11.789,11.782,11.777,11.773,R,2022-4-16T16:24:39,1
14.273,14.145,14.09,14.076,14.066,14.034,14.02,14.022,R,2022-4-16T16:24:39,2
14.417,14.285,14.228,14.206,14.203,14.196,14.176,14.165,R,2022-4-16T16:24:39,3
13.741,13.616,13.563,13.521,13.499,13.483,13.479,13.472,R,2022-4-16T16:24:39,4
11.932,11.837,11.801,11.781,11.775,11.771,11.766,11.764,R,2022-4-16T16:28:4,1
14.207,14.101,14.063,14.044,14.031,14.029,14.03,14.019,R,2022-4-16T16:28:4,2
14.306,14.213,14.167,14.14,14.132,14.119,14.104,14.081,R,2022-4-16T16:28:4,3
13.674,13.567,13.524,13.481,13.461,13.453,13.441,13.445,R,2022-4-16T16:28:4,4
11.958,11.857,11.814,11.788,11.782,11.775,11.773,11.769,R,2022-4-16T16:31:41,1
14.179,14.071,14.033,14.036,14.032,14.016,14.002,14.006,R,2022-4-16T16:31:41,2
14.327,14.218,14.167,14.137,14.125,14.113,14.122,14.127,R,2022-4-16T16:31:41,3
13.681,13.58,13.532,13.484,13.466,13.453,13.453,13.437,R,2022-4-16T16:31:41,4
11.942,11.851,11.806,11.782,11.776,11.769,11.766,11.765,R,2022-4-16T16:35:22,1
14.191,14.095,14.046,14.024,14.008,14.019,13.997,13.988,R,2022-4-16T16:35:22,2
14.294,14.195,14.152,14.124,14.119,14.116,14.105,14.11,R,2022-4-16T16:35:22,3
13.677,13.576,13.518,13.477,13.45,13.424,13.411,13.409,R,2022-4-16T16:35:22,4
11.957,11.861,11.814,11.79,11.781,11.773,11.766,11.763,R,2022-4-16T16:39:12,1
14.179,14.096,14.055,14.01,14.008,13.986,14.001,14.024,R,2022-4-16T16:39:12,2
14.304,14.226,14.177,14.145,14.155,14.14,14.156,14.169,R,2022-4-16T16:39:12,3
13.672,13.583,13.526,13.46,13.436,13.419,13.415,13.4,R,2022-4-16T16:39:12,4
11.947,11.86,11.815,11.792,11.784,11.777,11.773,11.771,R,2022-4-16T16:42:48,1
14.216,14.129,14.085,14.061,14.043,14.037,14.057,14.055,R,2022-4-16T16:42:48,2
14.304,14.216,14.187,14.179,14.197,14.184,14.186,14.186,R,2022-4-16T16:42:48,3
13.662,13.566,13.517,13.467,13.442,13.42,13.412,13.408,R,2022-4-16T16:42:48,4
11.942,11.852,11.808,11.789,11.783,11.778,11.774,11.771,R,2022-4-16T16:46:37,1
14.187,14.087,14.04,14.011,14.01,14.026,14.04,14.058,R,2022-4-16T16:46:37,2
14.276,14.172,14.13,14.098,14.089,14.079,14.073,14.074,R,2022-4-16T16:46:37,3
13.648,13.563,13.514,13.457,13.436,13.418,13.408,13.414,R,2022-4-16T16:46:37,4
11.948,11.865,11.818,11.792,11.786,11.779,11.774,11.773,R,2022-4-16T16:50:39,1
14.202,14.131,14.076,14.05,14.061,14.044,14.046,14.048,R,2022-4-16T16:50:39,2
14.293,14.219,14.19,14.201,14.202,14.221,14.224,14.24,R,2022-4-16T16:50:39,3
13.655,13.566,13.51,13.45,13.418,13.402,13.389,13.381,R,2022-4-16T16:50:39,4
11.927,11.846,11.808,11.788,11.782,11.778,11.775,11.773,R,2022-4-16T16:54:37,1
14.158,14.082,14.022,13.993,13.998,14.005,13.992,13.987,R,2022-4-16T16:54:37,2
14.275,14.203,14.146,14.131,14.136,14.135,14.134,14.153,R,2022-4-16T16:54:37,3
13.646,13.563,13.516,13.479,13.462,13.45,13.444,13.439,R,2022-4-16T16:54:37,4
11.904,11.832,11.803,11.785,11.779,11.773,11.767,11.764,R,2022-4-16T16:57:47,1
14.139,14.083,14.043,14.023,14.026,14.028,14.033,14.051,R,2022-4-16T16:57:47,2
14.254,14.196,14.167,14.149,14.15,14.126,14.107,14.088,R,2022-4-16T16:57:47,3
13.619,13.541,13.509,13.463,13.439,13.423,13.405,13.4,R,2022-4-16T16:57:47,4
11.92,11.847,11.814,11.796,11.789,11.782,11.777,11.772,R,2022-4-16T17:1:47,1
14.152,14.083,14.042,14.04,14.055,14.065,14.057,14.054,R,2022-4-16T17:1:47,2
14.264,14.198,14.148,14.114,14.1,14.08,14.069,14.055,R,2022-4-16T17:1:47,3
13.632,13.549,13.501,13.465,13.431,13.418,13.412,13.402,R,2022-4-16T17:1:47,4
11.881,11.816,11.79,11.776,11.769,11.765,11.763,11.762,R,2022-4-16T17:6:2,1
14.142,14.094,14.075,14.042,14.047,14.051,14.062,14.075,R,2022-4-16T17:6:2,2
14.228,14.156,14.124,14.094,14.079,14.074,14.081,14.062,R,2022-4-16T17:6:2,3
13.589,13.519,13.492,13.454,13.427,13.405,13.39,13.387,R,2022-4-16T17:6:2,4
11.878,11.819,11.796,11.783,11.778,11.772,11.766,11.763,R,2022-4-16T17:10:37,1
14.127,14.075,14.058,14.043,14.053,14.053,14.049,14.059,R,2022-4-16T17:10:37,2
14.203,14.142,14.117,14.113,14.106,14.098,14.101,14.111,R,2022-4-16T17:10:37,3
13.575,13.507,13.479,13.45,13.423,13.405,13.4,13.394,R,2022-4-16T17:10:37,4
11.894,11.826,11.796,11.78,11.775,11.769,11.763,11.757,R,2022-4-16T17:14:27,1
14.118,14.057,14.022,14.013,14.016,14.019,14.037,14.049,R,2022-4-16T17:14:27,2
14.231,14.16,14.133,14.125,14.119,14.112,14.13,14.13,R,2022-4-16T17:14:27,3
13.608,13.528,13.49,13.434,13.398,13.382,13.38,13.376,R,2022-4-16T17:14:27,4
11.899,11.833,11.804,11.788,11.781,11.775,11.77,11.767,R,2022-4-16T17:18:12,1
14.137,14.073,14.033,14.035,14.042,14.043,14.038,14.056,R,2022-4-16T17:18:12,2
14.237,14.183,14.155,14.145,14.136,14.127,14.135,14.126,R,2022-4-16T17:18:12,3
13.604,13.535,13.503,13.465,13.44,13.412,13.387,13.373,R,2022-4-16T17:18:12,4
11.887,11.824,11.794,11.778,11.772,11.766,11.76,11.758,R,2022-4-16T17:21:51,1
14.117,14.053,14.024,14.018,14.016,14.003,13.99,13.984,R,2022-4-16T17:21:51,2
14.228,14.15,14.112,14.106,14.098,14.079,14.058,14.077,R,2022-4-16T17:21:51,3
13.594,13.529,13.5,13.463,13.438,13.424,13.42,13.406,R,2022-4-16T17:21:51,4
11.89,11.825,11.796,11.78,11.774,11.77,11.767,11.763,R,2022-4-16T17:25:51,1
14.149,14.075,14.041,14.024,14.014,13.995,14.006,14.004,R,2022-4-16T17:25:51,2
14.214,14.143,14.126,14.118,14.127,14.123,14.097,14.126,R,2022-4-16T17:25:51,3
13.594,13.524,13.489,13.445,13.42,13.399,13.399,13.389,R,2022-4-16T17:25:51,4
11.884,11.819,11.791,11.771,11.764,11.759,11.755,11.751,R,2022-4-16T17:29:40,1
14.142,14.061,14.028,14.032,14.04,14.051,14.072,14.075,R,2022-4-16T17:29:40,2
