15.181  15.065  15.097  15.099  15.103  15.127  15.108  15.160  0.041  0.049  0.063  0.079  0.090  0.108  0.122  0.145  2mass_B_20220416155507_  2
15.414  15.315  15.309  15.285  15.317  15.273  15.236  15.188  0.049  0.059  0.074  0.092  0.108  0.120  0.134  0.145  2mass_B_20220416155507_  3
14.534  14.470  14.412  14.419  14.422  14.390  14.390  14.391  0.022  0.027  0.032  0.041  0.046  0.052  0.060  0.068  2mass_B_20220416155507_  4
13.753  13.677  13.661  13.644  13.639  13.631  13.628  13.620  0.012  0.014  0.017  0.021  0.024  0.027  0.031  0.035  2mass_B_20220416155935_  1
15.138  15.039  15.010  15.017  15.013  15.029  15.010  14.965  0.038  0.046  0.057  0.072  0.081  0.096  0.109  0.118  2mass_B_20220416155935_  2
15.429  15.345  15.224  15.131  15.124  15.053  15.022  15.031  0.049  0.060  0.068  0.079  0.089  0.097  0.109  0.124  2mass_B_20220416155935_  3
14.506  14.435  14.436  14.422  14.420  14.393  14.377  14.368  0.021  0.025  0.031  0.039  0.044  0.050  0.056  0.063  2mass_B_20220416155935_  4
13.791  13.714  13.691  13.675  13.671  13.662  13.671  13.688  0.012  0.015  0.017  0.022  0.024  0.028  0.032  0.037  2mass_B_20220416160401_  1
15.079  15.007  14.995  14.988  14.977  14.992  14.984  14.983  0.036  0.044  0.054  0.068  0.077  0.090  0.103  0.117  2mass_B_20220416160401_  2
15.386  15.330  15.302  15.271  15.258  15.264  15.226  15.232  0.046  0.058  0.071  0.088  0.098  0.115  0.128  0.146  2mass_B_20220416160401_  3
14.463  14.388  14.377  14.350  14.327  14.322  14.303  14.287  0.020  0.025  0.031  0.038  0.041  0.048  0.054  0.060  2mass_B_20220416160401_  4
13.784  13.713  13.685  13.678  13.674  13.664  13.658  13.656  0.012  0.014  0.017  0.021  0.024  0.027  0.031  0.035  2mass_B_20220416160838_  1
15.134  15.032  15.002  14.935  14.932  14.926  14.920  14.910  0.038  0.046  0.056  0.066  0.075  0.087  0.099  0.112  2mass_B_20220416160838_  2
15.436  15.332  15.366  15.339  15.311  15.309  15.348  15.367  0.048  0.058  0.076  0.094  0.103  0.120  0.143  0.166  2mass_B_20220416160838_  3
14.477  14.393  14.359  14.324  14.331  14.324  14.307  14.303  0.020  0.025  0.030  0.036  0.041  0.047  0.053  0.060  2mass_B_20220416160838_  4
13.775  13.708  13.690  13.685  13.668  13.675  13.676  13.681  0.012  0.014  0.017  0.021  0.024  0.028  0.032  0.036  2mass_B_20220416161147_  1
15.086  14.995  14.983  14.976  14.961  14.948  14.972  14.975  0.037  0.044  0.055  0.069  0.077  0.089  0.104  0.119  2mass_B_20220416161147_  2
15.405  15.316  15.251  15.224  15.255  15.268  15.296  15.268  0.047  0.057  0.068  0.084  0.098  0.115  0.136  0.151  2mass_B_20220416161147_  3
14.459  14.387  14.344  14.317  14.284  14.274  14.243  14.228  0.021  0.025  0.030  0.037  0.041  0.047  0.052  0.058  2mass_B_20220416161147_  4
13.762  13.690  13.676  13.669  13.677  13.674  13.663  13.673  0.011  0.014  0.016  0.020  0.023  0.026  0.030  0.034  2mass_B_20220416161457_  1
15.070  15.014  15.015  15.011  15.029  14.994  14.995  15.007  0.037  0.046  0.058  0.073  0.084  0.094  0.109  0.125  2mass_B_20220416161457_  2
15.447  15.448  15.501  15.513  15.539  15.503  15.411  15.501  0.051  0.067  0.089  0.114  0.132  0.149  0.157  0.194  2mass_B_20220416161457_  3
14.479  14.401  14.371  14.372  14.348  14.325  14.302  14.318  0.020  0.025  0.030  0.037  0.041  0.047  0.053  0.061  2mass_B_20220416161457_  4
13.724  13.664  13.645  13.644  13.645  13.650  13.654  13.663  0.011  0.013  0.016  0.020  0.022  0.026  0.030  0.034  2mass_B_20220416161849_  1
15.087  15.054  15.042  15.008  14.995  14.980  15.007  15.033  0.037  0.047  0.058  0.071  0.079  0.091  0.107  0.125  2mass_B_20220416161849_  2
15.370  15.295  15.289  15.292  15.289  15.312  15.323  15.291  0.045  0.056  0.070  0.089  0.100  0.120  0.139  0.153  2mass_B_20220416161849_  3
14.494  14.437  14.426  14.410  14.409  14.391  14.379  14.349  0.021  0.026  0.031  0.039  0.044  0.050  0.057  0.063  2mass_B_20220416161849_  4
13.741  13.669  13.646  13.643  13.632  13.637  13.628  13.650  0.011  0.013  0.016  0.020  0.022  0.026  0.029  0.034  2mass_B_20220416162213_  1
15.039  14.943  14.910  14.894  14.891  14.923  14.953  14.979  0.032  0.039  0.047  0.059  0.066  0.079  0.094  0.109  2mass_B_20220416162213_  2
15.489  15.452  15.430  15.397  15.390  15.372  15.364  15.291  0.050  0.064  0.079  0.097  0.109  0.125  0.142  0.151  2mass_B_20220416162213_  3
14.478  14.405  14.371  14.363  14.341  14.340  14.274  14.265  0.021  0.025  0.030  0.037  0.041  0.048  0.052  0.058  2mass_B_20220416162213_  4
13.756  13.662  13.626  13.617  13.612  13.606  13.605  13.610  0.011  0.013  0.015  0.019  0.021  0.024  0.028  0.031  2mass_B_20220416162545_  1
15.061  15.002  14.962  14.986  14.996  15.022  14.981  14.943  0.033  0.041  0.050  0.065  0.074  0.088  0.097  0.107  2mass_B_20220416162545_  2
15.433  15.398  15.396  15.408  15.416  15.321  15.349  15.367  0.048  0.062  0.078  0.100  0.114  0.121  0.143  0.165  2mass_B_20220416162545_  3
14.479  14.391  14.341  14.301  14.282  14.256  14.266  14.252  0.020  0.024  0.029  0.035  0.039  0.044  0.051  0.057  2mass_B_20220416162545_  4
13.699  13.651  13.630  13.625  13.604  13.599  13.599  13.616  0.011  0.013  0.015  0.019  0.021  0.024  0.027  0.031  2mass_B_20220416162910_  1
15.017  14.966  14.971  14.944  14.949  14.971  15.002  15.032  0.034  0.043  0.054  0.067  0.076  0.090  0.107  0.125  2mass_B_20220416162910_  2
15.356  15.316  15.298  15.297  15.231  15.191  15.177  15.164  0.045  0.057  0.070  0.089  0.095  0.107  0.121  0.136  2mass_B_20220416162910_  3
14.388  14.330  14.302  14.278  14.252  14.251  14.253  14.258  0.019  0.024  0.028  0.035  0.039  0.045  0.051  0.059  2mass_B_20220416162910_  4
13.708  13.653  13.628  13.616  13.608  13.607  13.596  13.572  0.011  0.013  0.015  0.018  0.020  0.024  0.027  0.030  2mass_B_20220416163247_  1
15.003  14.942  14.910  14.933  14.912  14.857  14.807  14.775  0.032  0.040  0.048  0.062  0.069  0.077  0.084  0.093  2mass_B_20220416163247_  2
15.344  15.268  15.253  15.288  15.285  15.330  15.359  15.402  0.044  0.054  0.067  0.088  0.099  0.121  0.142  0.169  2mass_B_20220416163247_  3
14.384  14.301  14.272  14.234  14.220  14.188  14.174  14.173  0.019  0.023  0.027  0.033  0.037  0.042  0.047  0.054  2mass_B_20220416163247_  4
13.771  13.696  13.673  13.637  13.631  13.623  13.626  13.638  0.012  0.014  0.016  0.020  0.022  0.025  0.029  0.033  2mass_B_20220416163708_  1
15.042  14.945  14.909  14.843  14.831  14.794  14.753  14.745  0.033  0.040  0.049  0.058  0.065  0.073  0.081  0.091  2mass_B_20220416163708_  2
15.322  15.279  15.273  15.297  15.313  15.256  15.295  15.307  0.042  0.053  0.066  0.086  0.099  0.109  0.130  0.150  2mass_B_20220416163708_  3
14.436  14.361  14.327  14.287  14.281  14.263  14.256  14.222  0.019  0.023  0.028  0.034  0.038  0.043  0.049  0.054  2mass_B_20220416163708_  4
13.739  13.685  13.653  13.647  13.638  13.631  13.620  13.625  0.011  0.013  0.016  0.019  0.021  0.025  0.028  0.032  2mass_B_20220416164018_  1
15.016  14.954  14.935  14.944  14.939  14.905  14.884  14.877  0.032  0.040  0.048  0.062  0.070  0.078  0.089  0.100  2mass_B_20220416164018_  2
15.282  15.244  15.210  15.230  15.200  15.176  15.212  15.197  0.041  0.052  0.064  0.082  0.091  0.103  0.122  0.137  2mass_B_20220416164018_  3
14.417  14.379  14.360  14.334  14.315  14.323  14.306  14.284  0.019  0.024  0.029  0.035  0.039  0.046  0.052  0.058  2mass_B_20220416164018_  4
13.735  13.667  13.657  13.649  13.647  13.645  13.643  13.634  0.011  0.013  0.016  0.019  0.022  0.025  0.029  0.032  2mass_B_20220416164353_  1
15.001  14.939  14.899  14.832  14.810  14.829  14.839  14.881  0.030  0.038  0.045  0.054  0.060  0.071  0.082  0.097  2mass_B_20220416164353_  2
15.327  15.263  15.299  15.322  15.296  15.260  15.246  15.219  0.042  0.052  0.068  0.088  0.097  0.110  0.124  0.138  2mass_B_20220416164353_  3
14.383  14.314  14.297  14.259  14.260  14.254  14.268  14.288  0.019  0.023  0.028  0.034  0.038  0.044  0.051  0.059  2mass_B_20220416164353_  4
13.750  13.675  13.640  13.624  13.625  13.625  13.619  13.624  0.011  0.013  0.015  0.018  0.021  0.024  0.027  0.031  2mass_B_20220416164821_  1
15.049  14.977  14.960  14.972  14.955  15.021  15.067  15.087  0.032  0.039  0.048  0.061  0.068  0.084  0.101  0.117  2mass_B_20220416164821_  2
15.348  15.251  15.257  15.206  15.229  15.304  15.271  15.423  0.044  0.053  0.067  0.082  0.094  0.118  0.131  0.172  2mass_B_20220416164821_  3
14.389  14.314  14.280  14.280  14.258  14.262  14.268  14.276  0.018  0.021  0.026  0.032  0.036  0.041  0.048  0.055  2mass_B_20220416164821_  4
13.710  13.646  13.621  13.611  13.615  13.607  13.592  13.606  0.011  0.013  0.015  0.019  0.021  0.024  0.027  0.031  2mass_B_20220416165233_  1
15.057  15.004  14.946  14.925  14.890  14.918  14.896  14.899  0.032  0.039  0.046  0.058  0.063  0.075  0.085  0.097  2mass_B_20220416165233_  2
15.332  15.284  15.249  15.159  15.154  15.140  15.146  15.137  0.042  0.053  0.064  0.075  0.085  0.097  0.112  0.126  2mass_B_20220416165233_  3
14.375  14.311  14.267  14.255  14.263  14.283  14.256  14.248  0.018  0.023  0.027  0.033  0.038  0.045  0.050  0.056  2mass_B_20220416165233_  4
13.698  13.646  13.631  13.620  13.609  13.608  13.593  13.596  0.011  0.013  0.015  0.019  0.021  0.024  0.027  0.031  2mass_B_20220416165543_  1
15.004  14.959  14.922  14.890  14.877  14.865  14.837  14.846  0.031  0.038  0.046  0.057  0.064  0.073  0.082  0.094  2mass_B_20220416165543_  2
15.343  15.315  15.284  15.276  15.253  15.243  15.269  15.273  0.043  0.055  0.067  0.085  0.094  0.108  0.127  0.145  2mass_B_20220416165543_  3
14.357  14.290  14.269  14.243  14.236  14.243  14.248  14.257  0.018  0.022  0.027  0.033  0.037  0.043  0.049  0.056  2mass_B_20220416165543_  4
13.713  13.657  13.638  13.626  13.609  13.613  13.609  13.603  0.011  0.013  0.015  0.019  0.021  0.024  0.028  0.031  2mass_B_20220416165930_  1
14.965  14.932  14.904  14.865  14.850  14.839  14.813  14.831  0.031  0.039  0.048  0.059  0.065  0.075  0.085  0.098  2mass_B_20220416165930_  2
15.341  15.291  15.265  15.285  15.272  15.247  15.266  15.214  0.042  0.052  0.064  0.082  0.092  0.105  0.123  0.133  2mass_B_20220416165930_  3
14.364  14.276  14.249  14.256  14.245  14.227  14.204  14.220  0.018  0.022  0.026  0.033  0.037  0.042  0.047  0.054  2mass_B_20220416165930_  4
13.701  13.650  13.634  13.632  13.623  13.624  13.639  13.639  0.011  0.013  0.015  0.019  0.021  0.024  0.028  0.032  2mass_B_20220416170321_  1
14.984  14.931  14.885  14.853  14.831  14.814  14.801  14.788  0.031  0.038  0.046  0.056  0.062  0.071  0.081  0.091  2mass_B_20220416170321_  2
15.300  15.266  15.213  15.217  15.168  15.151  15.132  15.087  0.041  0.052  0.062  0.079  0.085  0.098  0.111  0.121  2mass_B_20220416170321_  3
14.346  14.283  14.256  14.255  14.253  14.244  14.218  14.196  0.018  0.022  0.026  0.033  0.037  0.043  0.048  0.053  2mass_B_20220416170321_  4
13.708  13.653  13.636  13.623  13.606  13.597  13.585  13.584  0.011  0.013  0.016  0.019  0.021  0.024  0.028  0.031  2mass_B_20220416170741_  1
14.986  14.937  14.914  14.889  14.888  14.943  14.972  15.013  0.030  0.037  0.045  0.056  0.063  0.077  0.091  0.108  2mass_B_20220416170741_  2
15.256  15.281  15.246  15.234  15.169  15.155  15.195  15.156  0.039  0.053  0.065  0.081  0.087  0.100  0.119  0.130  2mass_B_20220416170741_  3
14.365  14.324  14.304  14.299  14.278  14.274  14.288  14.333  0.017  0.021  0.026  0.032  0.036  0.041  0.048  0.057  2mass_B_20220416170741_  4
13.714  13.654  13.630  13.614  13.611  13.622  13.625  13.628  0.011  0.013  0.015  0.019  0.021  0.025  0.028  0.032  2mass_B_20220416171223_  1
14.976  14.926  14.920  14.912  14.881  14.852  14.842  14.818  0.030  0.037  0.046  0.058  0.064  0.072  0.082  0.092  2mass_B_20220416171223_  2
15.308  15.291  15.266  15.295  15.286  15.352  15.376  15.396  0.040  0.051  0.063  0.082  0.092  0.114  0.134  0.155  2mass_B_20220416171223_  3
14.365  14.290  14.262  14.257  14.256  14.270  14.292  14.270  0.018  0.022  0.026  0.032  0.037  0.043  0.050  0.056  2mass_B_20220416171223_  4
13.697  13.626  13.596  13.576  13.560  13.560  13.555  13.554  0.010  0.012  0.014  0.017  0.019  0.022  0.025  0.029  2mass_B_20220416171609_  1
14.970  14.896  14.931  14.893  14.907  14.918  14.898  14.849  0.029  0.035  0.045  0.055  0.063  0.074  0.084  0.091  2mass_B_20220416171609_  2
15.261  15.186  15.174  15.159  15.148  15.203  15.212  15.189  0.038  0.046  0.057  0.072  0.080  0.098  0.114  0.127  2mass_B_20220416171609_  3
14.370  14.299  14.272  14.258  14.247  14.242  14.242  14.259  0.018  0.021  0.026  0.032  0.035  0.041  0.047  0.054  2mass_B_20220416171609_  4
13.693  13.632  13.611  13.601  13.587  13.583  13.587  13.591  0.010  0.012  0.014  0.018  0.019  0.022  0.026  0.029  2mass_B_20220416171947_  1
14.970  14.934  14.897  14.859  14.856  14.857  14.855  14.877  0.029  0.036  0.044  0.053  0.060  0.070  0.080  0.093  2mass_B_20220416171947_  2
15.264  15.181  15.103  15.091  15.082  15.098  15.107  15.047  0.038  0.047  0.054  0.068  0.076  0.090  0.104  0.112  2mass_B_20220416171947_  3
14.366  14.302  14.279  14.255  14.243  14.279  14.277  14.280  0.018  0.022  0.027  0.033  0.036  0.044  0.050  0.057  2mass_B_20220416171947_  4
13.686  13.638  13.619  13.618  13.612  13.616  13.623  13.626  0.010  0.012  0.014  0.018  0.020  0.023  0.027  0.030  2mass_B_20220416172333_  1
14.931  14.900  14.869  14.857  14.837  14.838  14.820  14.801  0.028  0.036  0.043  0.054  0.060  0.070  0.079  0.088  2mass_B_20220416172333_  2
15.242  15.193  15.202  15.182  15.156  15.128  15.135  15.150  0.037  0.046  0.058  0.072  0.080  0.091  0.105  0.121  2mass_B_20220416172333_  3
14.310  14.247  14.223  14.208  14.187  14.177  14.163  14.138  0.017  0.020  0.024  0.030  0.033  0.038  0.043  0.048  2mass_B_20220416172333_  4
13.695  13.644  13.620  13.597  13.596  13.580  13.573  13.579  0.010  0.012  0.014  0.017  0.019  0.022  0.025  0.029  2mass_B_20220416172736_  1
14.973  14.890  14.877  14.883  14.866  14.869  14.860  14.820  0.030  0.036  0.044  0.056  0.063  0.073  0.083  0.091  2mass_B_20220416172736_  2
15.259  15.210  15.198  15.171  15.219  15.249  15.270  15.331  0.038  0.047  0.059  0.072  0.086  0.102  0.120  0.144  2mass_B_20220416172736_  3
14.354  14.318  14.299  14.288  14.276  14.268  14.281  14.280  0.017  0.021  0.025  0.032  0.035  0.041  0.047  0.053  2mass_B_20220416172736_  4
13.710  13.638  13.615  13.591  13.588  13.588  13.582  13.578  0.010  0.012  0.014  0.017  0.019  0.022  0.025  0.029  2mass_B_20220416173124_  1
14.997  14.905  14.870  14.851  14.850  14.845  14.846  14.852  0.030  0.036  0.043  0.053  0.060  0.070  0.080  0.091  2mass_B_20220416173124_  2
15.315  15.260  15.213  15.194  15.177  15.180  15.232  15.162  0.037  0.046  0.055  0.069  0.077  0.090  0.108  0.115  2mass_B_20220416173124_  3
14.338  14.280  14.249  14.236  14.232  14.200  14.204  14.215  0.017  0.021  0.025  0.031  0.035  0.039  0.045  0.051  2mass_B_20220416173124_  4
13.686  13.641  13.627  13.595  13.589  13.595  13.589  13.590  0.010  0.012  0.014  0.017  0.019  0.022  0.025  0.029  2mass_B_20220416173434_  1
14.949  14.878  14.831  14.801  14.770  14.715  14.690  14.658  0.029  0.035  0.042  0.052  0.057  0.063  0.071  0.078  2mass_B_20220416173434_  2
15.281  15.195  15.197  15.246  15.205  15.153  15.126  15.082  0.037  0.046  0.057  0.076  0.083  0.091  0.103  0.112  2mass_B_20220416173434_  3
14.345  14.299  14.282  14.261  14.260  14.259  14.257  14.265  0.017  0.021  0.025  0.031  0.035  0.040  0.046  0.053  2mass_B_20220416173434_  4
13.695  13.644  13.619  13.599  13.588  13.576  13.579  13.576  0.010  0.012  0.015  0.018  0.020  0.023  0.026  0.029  2mass_B_20220416173845_  1
14.951  14.866  14.829  14.810  14.800  14.784  14.780  14.837  0.028  0.033  0.040  0.050  0.056  0.064  0.073  0.087  2mass_B_20220416173845_  2
15.324  15.267  15.229  15.228  15.260  15.244  15.240  15.252  0.041  0.051  0.062  0.079  0.092  0.105  0.120  0.139  2mass_B_20220416173845_  3
14.339  14.277  14.228  14.220  14.208  14.198  14.189  14.177  0.017  0.021  0.025  0.031  0.034  0.039  0.045  0.050  2mass_B_20220416173845_  4
13.711  13.625  13.591  13.566  13.559  13.539  13.531  13.522  0.010  0.012  0.014  0.017  0.018  0.021  0.024  0.026  2mass_B_20220416174231_  1
14.983  14.895  14.853  14.817  14.820  14.791  14.748  14.751  0.029  0.035  0.042  0.051  0.057  0.065  0.072  0.082  2mass_B_20220416174231_  2
15.364  15.281  15.290  15.298  15.295  15.304  15.353  15.367  0.040  0.049  0.062  0.079  0.089  0.105  0.126  0.145  2mass_B_20220416174231_  3
14.367  14.280  14.235  14.230  14.235  14.234  14.226  14.206  0.017  0.020  0.024  0.030  0.034  0.039  0.044  0.049  2mass_B_20220416174231_  4
13.672  13.605  13.579  13.568  13.555  13.541  13.532  13.517  0.010  0.011  0.013  0.016  0.018  0.020  0.023  0.026  2mass_B_20220416174653_  1
14.961  14.867  14.819  14.844  14.832  14.799  14.799  14.799  0.028  0.034  0.041  0.053  0.059  0.066  0.076  0.086  2mass_B_20220416174653_  2
15.261  15.172  15.170  15.100  15.067  15.106  15.094  15.070  0.036  0.044  0.054  0.064  0.071  0.085  0.097  0.108  2mass_B_20220416174653_  3
14.373  14.311  14.302  14.263  14.252  14.233  14.228  14.231  0.017  0.021  0.025  0.031  0.034  0.039  0.044  0.050  2mass_B_20220416174653_  4
13.658  13.600  13.589  13.590  13.595  13.598  13.612  13.623  0.010  0.012  0.014  0.017  0.019  0.022  0.026  0.029  2mass_B_20220416175034_  1
14.987  14.935  14.911  14.913  14.943  14.926  14.952  14.934  0.029  0.036  0.044  0.055  0.064  0.073  0.086  0.096  2mass_B_20220416175034_  2
15.258  15.213  15.190  15.234  15.209  15.217  15.204  15.145  0.037  0.047  0.057  0.075  0.083  0.098  0.111  0.120  2mass_B_20220416175034_  3
14.316  14.259  14.246  14.227  14.220  14.243  14.231  14.209  0.016  0.020  0.024  0.029  0.033  0.039  0.044  0.049  2mass_B_20220416175034_  4
13.654  13.600  13.588  13.591  13.584  13.588  13.589  13.607  0.010  0.012  0.014  0.017  0.019  0.022  0.025  0.029  2mass_B_20220416175447_  1
14.962  14.878  14.884  14.877  14.870  14.850  14.835  14.819  0.028  0.034  0.042  0.053  0.060  0.068  0.077  0.087  2mass_B_20220416175447_  2
15.281  15.237  15.234  15.190  15.180  15.211  15.184  15.149  0.038  0.047  0.059  0.072  0.081  0.097  0.108  0.119  2mass_B_20220416175447_  3
14.323  14.269  14.249  14.234  14.218  14.193  14.173  14.140  0.017  0.021  0.025  0.031  0.035  0.039  0.044  0.048  2mass_B_20220416175447_  4
13.663  13.602  13.578  13.572  13.581  13.568  13.568  13.568  0.010  0.011  0.013  0.016  0.018  0.021  0.024  0.027  2mass_B_20220416175840_  1
14.982  14.892  14.870  14.845  14.814  14.798  14.765  14.726  0.028  0.034  0.041  0.051  0.056  0.064  0.071  0.078  2mass_B_20220416175840_  2
15.319  15.270  15.241  15.208  15.217  15.253  15.292  15.300  0.040  0.050  0.061  0.075  0.086  0.103  0.123  0.140  2mass_B_20220416175840_  3
14.346  14.273  14.264  14.272  14.262  14.265  14.275  14.283  0.017  0.020  0.024  0.030  0.034  0.039  0.046  0.052  2mass_B_20220416175840_  4
13.648  13.598  13.578  13.577  13.578  13.583  13.588  13.595  0.010  0.012  0.014  0.017  0.019  0.022  0.026  0.029  2mass_B_20220416180221_  1
14.972  14.910  14.907  14.908  14.906  14.911  14.892  14.849  0.029  0.035  0.044  0.055  0.063  0.073  0.083  0.090  2mass_B_20220416180221_  2
15.267  15.191  15.184  15.148  15.129  15.101  15.068  14.986  0.037  0.046  0.057  0.069  0.077  0.088  0.098  0.103  2mass_B_20220416180221_  3
14.332  14.286  14.274  14.258  14.242  14.227  14.219  14.199  0.016  0.020  0.024  0.030  0.033  0.038  0.043  0.048  2mass_B_20220416180221_  4
13.638  13.588  13.570  13.566  13.561  13.576  13.578  13.567  0.010  0.011  0.014  0.017  0.019  0.022  0.025  0.028  2mass_B_20220416180608_  1
14.954  14.918  14.899  14.955  14.990  15.013  15.019  14.999  0.027  0.035  0.042  0.056  0.065  0.078  0.090  0.100  2mass_B_20220416180608_  2
15.254  15.192  15.171  15.114  15.078  15.021  15.048  15.110  0.038  0.047  0.057  0.069  0.076  0.084  0.098  0.119  2mass_B_20220416180608_  3
14.306  14.234  14.206  14.187  14.174  14.162  14.165  14.156  0.016  0.019  0.022  0.028  0.031  0.035  0.040  0.045  2mass_B_20220416180608_  4
13.640  13.591  13.571  13.565  13.563  13.548  13.536  13.531  0.010  0.012  0.014  0.017  0.019  0.021  0.024  0.027  2mass_B_20220416181018_  1
14.951  14.894  14.859  14.861  14.879  14.902  14.901  14.872  0.027  0.034  0.041  0.052  0.059  0.071  0.081  0.089  2mass_B_20220416181018_  2
15.236  15.196  15.172  15.134  15.169  15.133  15.104  15.094  0.036  0.045  0.055  0.068  0.079  0.089  0.100  0.112  2mass_B_20220416181018_  3
14.320  14.269  14.255  14.243  14.228  14.232  14.202  14.187  0.017  0.020  0.025  0.031  0.034  0.040  0.044  0.049  2mass_B_20220416181018_  4
13.626  13.572  13.551  13.545  13.545  13.541  13.544  13.550  0.010  0.011  0.013  0.016  0.018  0.021  0.024  0.027  2mass_B_20220416181413_  1
14.960  14.906  14.874  14.868  14.847  14.791  14.776  14.753  0.028  0.035  0.042  0.053  0.059  0.065  0.073  0.081  2mass_B_20220416181413_  2
15.241  15.168  15.114  15.045  15.033  15.015  14.996  14.980  0.036  0.045  0.053  0.063  0.071  0.081  0.091  0.102  2mass_B_20220416181413_  3
14.323  14.275  14.240  14.235  14.226  14.211  14.214  14.212  0.017  0.020  0.024  0.030  0.034  0.038  0.044  0.050  2mass_B_20220416181413_  4
13.618  13.573  13.542  13.532  13.531  13.516  13.507  13.503  0.009  0.011  0.013  0.016  0.018  0.020  0.023  0.026  2mass_B_20220416181829_  1
14.949  14.876  14.841  14.778  14.757  14.727  14.707  14.665  0.027  0.033  0.039  0.047  0.052  0.059  0.066  0.072  2mass_B_20220416181829_  2
15.255  15.147  15.086  15.098  15.081  15.046  15.025  15.021  0.036  0.043  0.051  0.065  0.072  0.081  0.092  0.104  2mass_B_20220416181829_  3
14.300  14.250  14.221  14.205  14.184  14.175  14.177  14.160  0.016  0.019  0.023  0.028  0.031  0.035  0.040  0.045  2mass_B_20220416181829_  4
13.603  13.565  13.545  13.533  13.531  13.534  13.544  13.558  0.009  0.011  0.013  0.016  0.017  0.020  0.023  0.026  2mass_B_20220416182156_  1
14.944  14.898  14.863  14.902  14.920  14.944  14.973  14.973  0.028  0.035  0.042  0.056  0.064  0.076  0.089  0.101  2mass_B_20220416182156_  2
15.223  15.196  15.167  15.187  15.154  15.117  15.121  15.104  0.035  0.045  0.055  0.070  0.077  0.087  0.100  0.112  2mass_B_20220416182156_  3
14.338  14.301  14.290  14.286  14.276  14.267  14.281  14.300  0.016  0.020  0.024  0.030  0.033  0.038  0.044  0.051  2mass_B_20220416182156_  4
13.606  13.559  13.537  13.526  13.530  13.523  13.524  13.527  0.009  0.011  0.013  0.016  0.018  0.020  0.023  0.026  2mass_B_20220416182520_  1
14.920  14.935  14.912  14.911  14.878  14.824  14.804  14.802  0.026  0.035  0.042  0.053  0.058  0.065  0.073  0.083  2mass_B_20220416182520_  2
15.219  15.194  15.161  15.097  15.116  15.107  15.031  14.979  0.035  0.045  0.055  0.065  0.075  0.086  0.093  0.100  2mass_B_20220416182520_  3
14.322  14.269  14.223  14.169  14.160  14.176  14.177  14.161  0.016  0.020  0.023  0.027  0.031  0.036  0.041  0.046  2mass_B_20220416182520_  4
13.626  13.584  13.570  13.545  13.534  13.534  13.528  13.523  0.009  0.011  0.013  0.016  0.018  0.020  0.023  0.026  2mass_B_20220416182842_  1
